GeographyCode,WP601EW0001,WP601EW0002,WP601EW0003,WP601EW0004,WP601EW0005,WP601EW0006,WP601EW0007,WP601EW0008
E33003693,928,460,378,1,6,4,3,76
E33003694,311,34,249,3,8,0,13,4
E33003695,312,109,171,0,1,1,1,29
E33003696,205,28,162,0,1,3,8,3
E33003697,316,51,212,4,6,5,3,35
E33003698,929,108,754,1,24,1,20,21
E33003699,876,57,775,0,6,9,27,2
E33003700,468,50,378,0,21,0,13,6
E33003701,750,91,591,0,15,5,22,26
E33003702,525,242,249,0,3,2,7,22
E33003703,248,68,164,1,12,0,1,2
E33003704,575,110,421,0,20,2,10,12
E33003705,341,109,190,3,13,4,16,6
E33003706,210,49,97,6,19,15,17,7
E33003707,425,106,311,0,1,0,4,3
E33003708,262,69,134,1,13,1,6,38
E33003709,326,79,198,9,21,1,11,7
E33003710,346,125,167,0,2,2,6,44
E33003711,256,79,132,1,19,1,5,19
E33003712,666,331,257,0,3,1,1,73
E33003713,226,69,116,3,15,5,11,7
E33003714,283,108,125,1,12,3,8,26
E33003715,484,121,311,2,14,5,14,17
E33003716,255,78,131,2,14,3,8,19
E33003717,205,70,104,2,10,4,1,14
E33003718,162,70,69,2,8,1,4,8
E33003719,618,138,383,5,15,9,8,60
E33003720,478,184,275,0,1,2,4,12
E33003721,225,64,135,2,11,4,7,2
E33003722,2748,984,1664,4,25,7,18,46
E33003723,224,84,109,0,4,0,7,20
E33003724,222,67,123,1,6,0,4,21
E33003725,570,168,375,0,2,0,0,25
E33003726,231,91,108,1,10,6,4,11
E33003727,398,153,157,3,4,3,2,76
E33003728,395,156,213,1,16,1,5,3
E33003729,286,104,121,1,13,1,7,39
E33003730,237,105,92,2,8,0,5,25
E33003731,214,69,78,2,30,8,19,8
E33003732,303,77,199,2,2,2,7,14
E33003733,1080,313,735,1,5,3,4,19
E33003734,289,123,124,0,6,1,5,30
E33003735,323,77,214,4,10,3,11,4
E33003736,641,108,459,4,21,4,20,25
E33003737,388,150,215,0,2,4,10,7
E33003738,233,57,160,0,3,2,1,10
E33003739,613,183,402,0,3,1,5,19
E33003740,335,47,265,3,4,0,7,9
E33003741,269,80,144,1,7,3,11,23
E33003742,354,72,228,4,21,3,10,16
E33003743,518,175,273,1,7,1,8,53
E33003744,244,59,156,4,6,3,7,9
E33003745,533,105,374,5,8,7,17,17
E33003746,904,167,699,0,8,5,14,11
E33003747,642,194,396,0,5,4,8,35
E33003748,1485,220,1177,2,18,6,17,45
E33003749,337,50,187,8,25,15,47,5
E33003750,670,51,519,0,21,17,54,8
E33003751,11985,604,10776,5,67,28,429,76
E33003752,317,35,269,0,1,1,10,1
E33003753,654,106,504,0,8,1,26,9
E33003754,338,137,153,4,13,6,14,11
E33003755,844,258,550,0,10,2,7,17
E33003756,442,206,155,8,16,6,15,36
E33003757,333,156,135,1,15,5,6,15
E33003758,243,123,92,2,16,1,2,7
E33003759,405,183,171,6,13,3,2,27
E33003760,198,85,79,4,14,3,6,7
E33003761,369,151,154,4,19,4,12,25
E33003762,613,347,185,7,26,9,22,17
E33003763,261,61,153,1,12,8,23,3
E33003764,220,25,133,2,17,11,31,1
E33003765,1075,375,577,1,14,7,23,78
E33003766,232,69,132,0,9,3,10,9
E33003767,229,62,151,1,2,6,3,4
E33003768,222,47,158,0,5,3,6,3
E33003769,216,26,119,4,14,10,23,20
E33003770,1255,376,834,5,18,6,12,4
E33003771,199,41,119,2,14,9,8,6
E33003772,268,113,83,1,21,5,16,29
E33003773,252,80,116,2,21,5,13,15
E33003774,840,171,581,1,22,4,18,43
E33003775,210,63,112,1,11,5,13,5
E33003776,265,90,124,5,8,5,10,23
E33003777,226,81,87,8,15,6,11,18
E33003778,275,101,124,1,16,1,9,23
E33003779,203,23,158,1,10,2,3,6
E33003780,453,73,322,2,26,4,21,5
E33003781,413,46,350,0,6,3,6,2
E33003782,327,29,271,1,8,3,10,5
E33003783,211,42,81,2,21,18,39,8
E33003784,254,22,173,0,4,13,39,3
E33003785,236,88,104,1,8,14,15,6
E33003786,280,51,186,0,2,7,11,23
E33003787,311,126,145,4,4,3,12,17
E33003788,382,135,166,3,22,2,17,37
E33003789,325,117,151,3,13,9,8,24
E33003790,204,43,153,0,3,1,0,4
E33003791,725,258,362,2,11,4,10,78
E33003792,251,100,102,4,19,1,12,13
E33003793,479,74,365,2,10,5,9,14
E33003794,579,147,353,2,4,1,6,66
E33003795,894,84,738,4,28,6,21,13
E33003796,408,104,273,1,6,4,12,8
E33003797,340,45,251,1,5,8,21,9
E33003798,172,58,92,4,10,3,1,4
E33003799,316,102,166,1,12,8,14,13
E33003800,479,80,353,2,16,3,17,8
E33003801,289,38,236,1,5,2,2,5
E33003802,351,117,167,1,1,8,20,37
E33003803,407,114,261,1,7,9,9,6
E33003804,360,90,257,0,1,2,8,2
E33003805,402,80,265,0,18,14,22,3
E33003806,267,62,122,6,18,9,39,11
E33003807,466,125,228,8,37,7,22,39
E33003808,257,64,123,1,9,7,27,26
E33003809,210,69,68,4,20,11,22,16
E33003810,730,126,562,5,7,6,16,8
E33003811,227,73,114,3,12,6,11,8
E33003812,284,107,114,2,21,7,16,17
E33003813,258,97,86,5,17,19,20,14
E33003814,759,273,403,3,12,10,23,35
E33003815,367,101,172,10,38,10,25,11
E33003816,205,50,112,3,13,4,6,17
E33003817,212,41,107,5,12,14,20,13
E33003818,280,49,197,1,4,3,5,21
E33003819,1557,187,1283,2,22,4,23,36
E33003820,276,59,206,0,1,2,3,5
E33003821,271,61,166,1,9,3,1,30
E33003822,428,171,176,0,16,4,19,42
E33003823,482,130,319,1,3,6,6,17
E33003824,382,107,254,1,7,2,1,10
E33003825,204,37,137,1,6,7,7,9
E33003826,312,87,191,3,12,3,8,8
E33003827,552,224,247,6,8,6,13,48
E33003828,603,256,238,0,7,5,2,95
E33003829,295,99,103,6,17,26,21,23
E33003830,374,116,234,5,7,3,5,4
E33003831,462,102,309,0,17,7,4,23
E33003832,792,146,618,1,8,2,10,7
E33003833,661,254,332,4,21,9,12,29
E33003834,402,81,303,3,2,3,8,2
E33003835,271,107,114,2,11,1,3,33
E33003836,245,64,132,0,19,7,13,10
E33003837,306,49,250,1,1,0,1,4
E33003838,266,102,136,2,7,5,1,13
E33003839,687,237,415,0,6,5,6,18
E33003840,1024,136,809,5,25,5,23,21
E33003841,845,79,726,2,2,6,21,9
E33003842,866,87,723,3,10,8,28,7
E33003843,668,213,357,5,8,16,10,59
E33003844,237,66,141,0,2,11,13,4
E33003845,452,98,297,0,12,6,20,19
E33003846,420,100,258,3,17,9,16,17
E33003847,643,83,505,1,15,10,26,3
E33003848,686,101,541,1,9,7,12,15
E33003849,636,71,533,2,10,3,8,9
E33003850,1083,301,666,2,8,7,34,65
E33003851,645,91,492,4,20,4,24,10
E33003852,295,116,168,1,2,3,2,3
E33003853,267,77,171,1,9,5,3,1
E33003854,403,72,309,0,7,2,8,5
E33003855,232,81,113,1,14,2,5,16
E33003856,425,66,346,2,2,3,2,4
E33003857,267,107,133,3,11,5,6,2
E33003858,380,97,233,1,8,5,20,16
E33003859,1928,586,1280,1,7,6,16,32
E33003860,478,101,325,0,4,12,28,8
E33003861,328,70,227,1,10,5,5,10
E33003862,316,123,136,2,15,1,6,33
E33003863,250,83,126,2,12,2,9,16
E33003864,200,68,119,0,4,1,1,7
E33003865,574,203,265,0,5,2,4,95
E33003866,362,137,160,3,14,6,19,23
E33003867,218,40,130,0,5,7,13,23
E33003868,400,126,171,2,27,6,22,46
E33003869,737,138,504,6,27,8,49,5
E33003870,622,151,389,1,13,7,11,50
E33003871,258,73,102,6,21,11,30,15
E33003872,276,65,183,2,12,7,5,2
E33003873,445,121,230,5,26,5,32,26
E33003874,1464,280,1124,2,10,14,19,15
E33003875,559,176,244,5,48,7,23,56
E33003876,747,62,628,1,18,3,23,12
E33003877,1475,83,1300,4,25,11,31,21
E33003878,415,103,200,1,11,18,18,64
E33003879,380,34,307,1,5,3,22,8
E33003880,1217,241,919,2,9,6,15,25
E33003881,8371,410,7749,2,32,15,109,54
E33003882,382,31,286,0,12,16,27,10
E33003883,209,69,99,2,9,12,8,10
E33003884,595,86,440,0,14,5,23,27
E33003885,1234,192,965,2,13,6,45,11
E33003886,478,67,374,2,12,2,15,6
E33003887,304,20,264,1,4,0,9,6
E33003888,782,54,686,2,14,4,14,8
E33003889,1345,96,1205,1,9,4,17,13
E33003890,199,22,158,1,7,2,9,0
E33003891,503,48,437,0,4,1,6,7
E33003892,249,77,136,1,8,4,9,14
E33003893,298,59,203,0,10,5,11,10
E33003894,223,65,129,2,7,2,2,16
E33003895,307,133,97,7,7,7,13,43
E33003896,286,90,162,1,8,2,2,21
E33003897,205,56,102,1,12,4,21,9
E33003898,447,136,275,2,11,7,6,10
E33003899,294,108,125,10,15,10,17,9
E33003900,249,95,131,1,8,1,3,10
E33003901,318,141,116,7,10,6,13,25
E33003902,541,110,269,15,38,34,56,19
E33003903,880,183,631,3,6,12,12,33
E33003904,636,78,533,0,1,4,12,8
E33003905,706,101,520,4,22,7,34,18
E33003906,655,133,434,4,18,11,26,29
E33003907,973,118,773,4,15,3,32,28
E33003908,267,87,122,2,8,3,7,38
E33003909,543,175,301,3,19,6,11,28
E33003910,619,63,496,1,12,4,13,30
E33003911,184,31,149,0,0,1,0,3
E33003912,674,209,298,2,21,10,15,119
E33003913,947,275,558,5,7,5,21,76
E33003914,490,167,228,4,32,16,17,26
E33003915,120,27,80,0,2,2,9,0
E33003916,618,109,450,6,19,6,22,6
E33003917,587,157,360,2,28,8,13,19
E33003918,464,117,232,8,41,9,19,38
E33003919,266,49,144,3,15,10,28,17
E33003920,283,85,146,4,6,5,9,28
E33003921,313,66,113,1,20,6,25,82
E33003922,265,68,139,1,23,6,8,20
E33003923,246,69,124,0,6,4,14,29
E33003924,915,326,335,0,5,6,8,235
E33003925,257,41,199,1,1,0,5,10
E33003926,202,71,66,3,17,7,13,25
E33003927,223,71,100,3,10,6,13,20
E33003928,332,125,120,1,2,3,6,75
E33003929,247,90,115,3,9,3,15,12
E33003930,443,165,244,2,15,6,4,7
E33003931,611,186,377,1,5,12,13,17
E33003932,253,21,200,1,6,6,13,6
E33003933,257,61,167,1,2,9,12,5
E33003934,622,118,454,1,11,1,7,30
E33003935,1517,112,1320,2,11,9,46,17
E33003936,456,240,152,1,9,3,6,45
E33003937,199,60,59,3,16,14,39,8
E33003938,204,57,105,1,15,7,7,12
E33003939,356,43,304,0,3,1,3,2
E33003940,490,169,239,3,8,9,21,41
E33003941,234,57,111,3,28,7,16,12
E33003942,639,220,375,2,3,8,14,17
E33003943,1059,109,852,7,31,10,40,10
E33003944,666,139,430,3,21,6,40,27
E33003945,527,57,422,2,11,5,24,6
E33003946,1249,373,772,4,10,6,15,69
E33003947,470,73,355,2,23,1,10,6
E33003948,495,212,217,3,14,8,14,27
E33003949,406,106,234,3,20,8,15,20
E33003950,749,223,490,0,7,6,13,10
E33003951,2545,271,2116,6,46,13,54,39
E33003952,233,49,158,1,6,7,8,4
E33003953,655,52,566,1,9,2,20,5
E33003954,260,63,146,3,11,10,16,11
E33003955,865,287,409,2,9,4,11,143
E33003956,378,99,234,3,17,9,12,4
E33003957,580,273,173,0,1,3,5,125
E33003958,419,31,377,0,3,1,4,3
E33003959,910,191,654,1,6,6,11,41
E33003960,243,87,129,4,7,2,10,4
E33003961,316,95,200,2,6,4,4,5
E33003962,360,109,238,0,2,2,4,5
E33003963,331,131,163,2,8,5,11,11
E33003964,326,116,168,6,18,10,7,1
E33003965,1029,325,665,0,3,12,14,10
E33003966,716,221,455,2,3,7,10,18
E33003967,899,111,701,2,7,5,34,39
E33003968,425,115,275,1,13,5,9,7
E33003969,305,47,239,0,2,2,5,10
E33003970,515,41,435,1,8,2,16,12
E33003971,504,64,402,0,10,4,15,9
E33003972,869,70,737,2,21,1,23,15
E33003973,364,35,314,0,4,2,4,5
E33003974,319,74,219,1,4,1,5,15
E33003975,1005,221,742,0,3,6,3,30
E33003976,313,28,268,0,1,3,3,10
E33003977,278,47,210,0,1,10,5,5
E33003978,362,52,297,0,1,1,2,9
E33003979,120,15,81,0,13,0,5,6
E33003980,321,44,259,0,1,0,4,13
E33003981,768,99,608,2,12,7,24,16
E33003982,533,78,395,2,12,9,24,13
E33003983,215,51,130,3,6,4,14,7
E33003984,862,127,680,0,14,9,21,11
E33003985,1077,213,834,1,3,3,13,10
E33003986,338,60,266,1,5,1,2,3
E33003987,4133,542,3455,1,13,7,36,79
E33003988,1096,134,905,0,10,3,21,23
E33003989,5166,1560,3384,6,21,18,22,155
E33003990,299,74,140,1,13,5,5,61
E33003991,428,125,244,1,2,0,3,53
E33003992,470,122,207,2,8,2,8,121
E33003993,313,63,184,1,27,3,11,24
E33003994,269,65,153,4,18,11,7,11
E33003995,481,120,334,1,16,2,3,5
E33003996,474,126,288,5,4,2,4,45
E33003997,1103,331,497,1,4,2,12,256
E33003998,886,252,572,2,10,2,16,32
E33003999,238,50,172,0,11,2,3,0
E33004000,297,61,181,1,26,6,16,6
E33004001,732,128,586,0,7,0,2,9
E33004002,942,169,613,2,39,5,34,80
E33004003,243,41,189,1,2,1,7,2
E33004004,432,105,307,1,5,1,5,8
E33004005,1611,482,1079,4,3,10,6,27
E33004006,285,53,214,1,5,3,5,4
E33004007,538,95,254,11,17,18,21,122
E33004008,130,20,82,2,10,1,9,6
E33004009,584,45,483,0,9,13,14,20
E33004010,5153,284,4685,1,25,15,90,53
E33004011,473,149,205,1,19,9,17,73
E33004012,202,79,86,1,16,1,6,13
E33004013,419,167,145,5,22,12,36,32
E33004014,1087,157,863,4,19,12,23,9
E33004015,630,176,363,5,27,24,19,16
E33004016,722,110,570,1,18,7,12,4
E33004017,226,37,171,1,5,3,6,3
E33004018,654,76,528,1,10,8,23,8
E33004019,420,124,194,5,24,13,40,20
E33004020,714,212,424,2,19,15,29,13
E33004021,299,70,163,2,18,4,21,21
E33004022,314,102,186,0,9,2,10,5
E33004023,232,38,162,1,9,2,3,17
E33004024,632,102,475,1,19,5,11,19
E33004025,628,108,444,0,23,5,34,14
E33004026,258,31,194,3,9,6,10,5
E33004027,798,75,686,0,14,6,11,6
E33004028,905,80,774,0,12,6,15,18
E33004029,386,57,307,0,7,0,6,9
E33004030,436,41,356,0,2,5,29,3
E33004031,1353,121,1172,1,13,2,23,21
E33004032,761,54,669,2,4,1,15,16
E33004033,633,57,549,2,8,3,12,2
E33004034,512,41,442,0,6,2,5,16
E33004035,1670,201,1353,2,17,6,26,65
E33004036,607,109,434,2,21,7,23,11
E33004037,923,310,502,1,2,3,9,96
E33004038,528,166,333,4,9,5,9,2
E33004039,923,64,803,0,24,10,14,8
E33004040,774,209,464,0,6,11,17,67
E33004041,1171,129,958,4,32,3,26,19
E33004042,1203,59,1071,0,13,11,38,11
E33004043,336,46,265,1,4,4,10,6
E33004044,437,35,381,0,3,3,10,5
E33004045,570,136,421,1,3,3,2,4
E33004046,219,94,106,1,2,3,11,2
E33004047,342,103,167,3,20,11,22,16
E33004048,264,23,214,0,7,1,13,6
E33004049,611,157,385,2,16,3,26,22
E33004050,347,28,287,0,3,3,11,15
E33004051,470,125,282,1,8,6,27,21
E33004052,316,36,212,1,14,10,21,22
E33004053,782,65,644,2,12,13,37,9
E33004054,348,38,261,2,10,5,21,11
E33004055,760,328,296,7,6,6,17,100
E33004056,508,53,407,3,16,3,20,6
E33004057,330,34,231,4,20,10,25,6
E33004058,479,116,329,1,3,5,10,15
E33004059,1239,470,708,1,9,14,15,22
E33004060,373,143,129,3,13,5,10,70
E33004061,320,118,123,3,7,4,12,53
E33004062,254,97,103,3,2,3,10,36
E33004063,635,47,516,1,10,13,16,32
E33004064,352,56,243,2,21,11,14,5
E33004065,221,50,119,1,15,6,22,8
E33004066,724,156,461,11,31,7,21,37
E33004067,223,80,101,2,14,2,5,19
E33004068,251,84,97,2,16,2,7,43
E33004069,243,72,77,7,24,5,13,45
E33004070,376,114,233,1,3,6,8,11
E33004071,1461,186,1211,1,11,4,19,29
E33004072,538,52,462,1,3,1,14,5
E33004073,384,33,321,0,10,2,14,4
E33004074,711,66,615,0,8,4,10,8
E33004075,276,34,218,0,9,1,10,4
E33004076,329,45,266,0,3,2,8,5
E33004077,855,231,582,0,2,2,13,25
E33004078,264,48,142,6,20,10,25,13
E33004079,410,39,355,1,6,1,7,1
E33004080,1103,61,1006,1,7,2,13,13
E33004081,459,45,372,4,18,3,13,4
E33004082,434,28,384,0,5,3,6,8
E33004083,291,53,153,1,9,4,12,59
E33004084,765,249,474,0,6,12,15,9
E33004085,870,57,716,1,21,12,50,13
E33004086,418,31,332,2,11,7,21,14
E33004087,465,51,343,3,26,7,30,5
E33004088,366,110,208,1,2,10,14,21
E33004089,222,67,104,7,11,4,15,14
E33004090,409,159,135,7,40,10,24,34
E33004091,328,115,137,3,15,4,7,47
E33004092,364,121,182,0,12,5,7,37
E33004093,303,116,112,1,10,13,31,20
E33004094,237,49,173,0,3,1,3,8
E33004095,514,72,393,3,23,3,16,4
E33004096,562,200,256,0,3,6,7,90
E33004097,985,201,708,2,28,7,22,17
E33004098,173,78,52,3,9,6,13,12
E33004099,563,225,267,3,9,9,10,40
E33004100,395,135,195,2,16,1,21,25
E33004101,745,150,549,2,4,7,11,22
E33004102,291,123,100,3,16,2,4,43
E33004103,218,75,73,0,21,15,20,14
E33004104,233,53,170,0,2,2,6,0
E33004105,1748,350,1349,1,3,6,21,18
E33004106,243,36,190,0,4,0,7,6
E33004107,767,95,623,1,18,4,18,8
E33004108,296,48,220,0,13,1,5,9
E33004109,472,75,368,1,14,1,6,7
E33004110,209,17,175,0,9,1,3,4
E33004111,229,20,188,0,10,4,3,4
E33004112,304,27,248,1,17,0,7,4
E33004113,232,35,180,3,8,0,5,1
E33004114,292,29,238,0,7,1,11,6
E33004115,356,64,251,1,10,5,17,8
E33004116,288,50,210,0,5,1,14,8
E33004117,344,40,258,2,24,1,13,6
E33004118,1361,424,868,1,9,8,15,36
E33004119,387,80,271,1,11,1,21,2
E33004120,237,52,167,1,9,1,4,3
E33004121,348,111,215,1,10,1,4,6
E33004122,617,162,445,0,3,0,2,5
E33004123,356,63,260,1,21,1,10,0
E33004124,387,72,297,0,2,4,2,10
E33004125,478,141,323,1,2,3,2,6
E33004126,246,47,173,1,3,3,7,12
E33004127,243,84,129,0,12,3,5,10
E33004128,916,253,642,0,2,3,8,8
E33004129,329,70,215,0,21,4,11,8
E33004130,329,71,210,2,31,2,10,3
E33004131,238,51,153,1,15,2,14,2
E33004132,407,117,259,1,10,1,8,11
E33004133,632,83,520,0,4,2,13,10
E33004134,247,41,179,1,8,1,13,4
E33004135,223,28,188,0,1,1,4,1
E33004136,244,27,138,9,14,16,36,4
E33004137,265,68,144,5,22,1,17,8
E33004138,203,48,140,0,5,0,5,5
E33004139,723,276,386,0,3,1,6,51
E33004140,260,49,163,3,9,4,15,17
E33004141,483,103,337,1,7,6,6,23
E33004142,793,302,425,0,6,8,11,41
E33004143,431,174,189,3,21,3,14,27
E33004144,510,134,341,5,3,7,5,15
E33004145,710,70,581,0,7,11,27,14
E33004146,235,39,185,1,0,0,0,10
E33004147,2082,433,1619,0,1,2,8,19
E33004148,440,49,369,0,7,3,10,2
E33004149,349,72,239,1,11,8,10,8
E33004150,675,273,336,0,3,3,12,48
E33004151,443,84,292,4,24,4,22,13
E33004152,438,90,311,2,9,6,8,12
E33004153,237,64,123,4,20,3,21,2
E33004154,500,202,221,3,13,9,15,37
E33004155,268,79,126,3,17,6,26,11
E33004156,1457,192,1179,2,16,5,21,42
E33004157,1824,433,1160,3,1,16,12,199
E33004158,379,57,304,0,5,1,4,8
E33004159,233,42,181,0,7,1,0,2
E33004160,208,32,163,1,3,0,6,3
E33004161,364,19,329,0,2,1,8,5
E33004162,287,15,267,0,0,0,3,2
E33004163,199,9,170,2,7,2,7,2
E33004164,400,50,336,0,4,1,5,4
E33004165,493,58,375,2,26,5,23,4
E33004166,322,121,185,2,8,0,3,3
E33004167,968,246,603,3,34,6,29,47
E33004168,577,79,406,5,9,12,13,53
E33004169,2585,856,1607,1,18,12,9,82
E33004170,1685,362,1027,1,8,16,12,259
E33004171,302,24,243,2,5,3,18,7
E33004172,306,59,177,3,2,1,4,60
E33004173,321,22,199,0,10,1,10,79
E33004174,291,31,166,1,6,1,0,86
E33004175,342,52,191,0,1,2,1,95
E33004176,391,52,303,0,0,1,6,29
E33004177,606,132,403,0,6,9,16,40
E33004178,226,32,129,0,0,3,4,58
E33004179,271,29,204,3,10,2,17,6
E33004180,216,35,150,0,10,5,13,3
E33004181,1080,145,767,3,64,14,57,30
E33004182,239,55,141,3,10,7,22,1
E33004183,383,74,282,0,9,2,8,8
E33004184,279,24,224,1,14,3,9,4
E33004185,345,93,244,0,2,1,3,2
E33004186,755,172,564,1,3,3,4,8
E33004187,1687,562,1074,5,3,21,8,14
E33004188,926,121,758,2,2,7,26,10
E33004189,338,95,203,1,7,9,19,4
E33004190,311,24,270,2,4,2,6,3
E33004191,215,17,176,0,8,3,9,2
E33004192,219,27,151,4,16,5,12,4
E33004193,334,22,298,1,4,2,5,2
E33004194,348,21,319,0,4,0,2,2
E33004195,326,33,276,1,3,3,2,8
E33004196,488,36,423,1,9,2,13,4
E33004197,545,34,484,0,8,2,8,9
E33004198,512,66,426,0,4,0,9,7
E33004199,296,20,247,4,3,2,10,10
E33004200,427,182,219,3,7,3,0,13
E33004201,493,152,246,7,20,9,32,27
E33004202,349,78,252,0,0,2,4,13
E33004203,283,56,204,4,8,3,7,1
E33004204,500,176,253,2,5,1,9,54
E33004205,585,153,420,0,2,2,4,4
E33004206,762,252,472,4,4,5,6,19
E33004207,571,70,449,0,11,1,14,26
E33004208,520,141,330,6,23,4,6,10
E33004209,874,127,668,4,14,6,30,25
E33004210,112,34,56,6,7,2,2,5
E33004211,598,214,260,3,3,2,10,106
E33004212,619,221,349,3,7,2,9,28
E33004213,371,56,281,2,10,3,6,13
E33004214,380,60,292,1,6,3,7,11
E33004215,447,136,288,1,6,2,7,7
E33004216,844,89,725,0,2,2,2,24
E33004217,698,204,468,2,1,0,1,22
E33004218,898,169,669,3,19,5,12,21
E33004219,306,81,161,3,16,9,23,13
E33004220,490,51,397,0,10,4,19,9
E33004221,606,45,530,2,6,2,11,10
E33004222,568,40,489,1,3,1,21,13
E33004223,361,44,307,0,1,3,4,2
E33004224,810,60,717,1,7,8,7,10
E33004225,321,29,254,0,4,3,13,18
E33004226,580,111,363,6,9,15,25,51
E33004227,290,45,168,4,26,5,27,15
E33004228,431,48,306,0,25,3,39,10
E33004229,418,61,249,3,27,10,41,27
E33004230,277,23,237,0,10,2,3,2
E33004231,696,153,497,4,6,7,14,15
E33004232,498,187,248,1,6,1,4,51
E33004233,364,26,303,1,9,1,10,14
E33004234,379,89,236,3,6,1,6,38
E33004235,508,155,219,2,19,2,9,102
E33004236,729,236,284,2,7,3,3,194
E33004237,209,67,98,0,6,3,2,33
E33004238,596,133,416,0,22,4,8,13
E33004239,779,227,536,1,1,1,6,7
E33004240,464,168,218,4,25,2,15,32
E33004241,126,36,57,1,1,1,1,29
E33004242,380,102,214,2,4,5,8,45
E33004243,380,113,163,1,17,12,12,62
E33004244,1878,565,1153,1,11,12,25,111
E33004245,453,149,261,3,3,6,1,30
E33004246,737,119,534,2,15,5,22,40
E33004247,563,131,380,7,7,14,6,18
E33004248,2805,556,1993,1,6,12,29,208
E33004249,383,94,271,1,5,4,4,4
E33004250,297,52,203,2,12,2,6,20
E33004251,671,321,263,3,1,4,6,73
E33004252,1132,232,849,3,16,8,19,5
E33004253,203,56,119,1,10,0,6,11
E33004254,208,49,136,2,4,2,3,12
E33004255,233,81,114,3,10,2,10,13
E33004256,227,94,102,3,11,5,7,5
E33004257,266,100,133,3,6,0,4,20
E33004258,486,37,402,0,7,3,22,15
E33004259,770,136,519,2,4,9,18,82
E33004260,514,94,399,2,5,1,7,6
E33004261,360,23,327,0,2,2,3,3
E33004262,842,74,722,2,11,1,22,10
E33004263,450,19,411,0,1,2,12,5
E33004264,586,40,512,2,10,2,12,8
E33004265,240,28,185,1,6,4,15,1
E33004266,768,391,323,2,5,13,9,25
E33004267,715,57,632,0,10,3,2,11
E33004268,946,86,820,0,2,5,17,16
E33004269,808,127,654,1,1,2,4,19
E33004270,818,80,675,0,26,5,16,16
E33004271,801,104,653,5,5,9,14,11
E33004272,1451,324,1042,7,4,5,21,48
E33004273,510,34,450,0,9,2,11,4
E33004274,332,21,240,0,11,2,53,5
E33004275,370,40,278,0,20,5,18,9
E33004276,3565,374,3055,1,2,3,82,48
E33004277,1009,213,718,0,10,5,18,45
E33004278,271,53,175,2,20,3,12,6
E33004279,179,48,109,1,10,2,5,4
E33004280,720,239,402,1,7,1,6,64
E33004281,203,22,168,0,2,0,0,11
E33004282,308,102,168,0,16,3,11,8
E33004283,316,85,190,2,12,6,10,11
E33004284,201,64,133,0,2,0,0,2
E33004285,279,90,155,1,8,4,6,15
E33004286,386,55,312,2,3,0,1,13
E33004287,451,172,189,5,6,13,36,30
E33004288,244,54,182,1,3,0,1,3
E33004289,205,69,117,0,4,2,0,13
E33004290,231,56,154,3,5,1,4,8
E33004291,841,74,716,2,5,1,37,6
E33004292,317,69,238,0,0,2,3,5
E33004293,344,172,124,2,7,0,0,39
E33004294,1477,503,648,2,7,3,5,309
E33004295,265,56,162,0,9,3,4,31
E33004296,1548,175,1302,1,8,6,31,25
E33004297,972,237,710,1,8,2,6,8
E33004298,268,95,86,3,21,6,21,36
E33004299,1019,247,732,3,6,8,9,14
E33004300,451,100,320,0,1,2,9,19
E33004301,261,44,188,1,12,0,4,12
E33004302,567,153,295,2,8,4,6,99
E33004303,933,270,548,1,8,5,9,92
E33004304,764,287,387,3,5,6,6,70
E33004305,305,55,236,1,1,0,7,5
E33004306,425,31,378,1,6,1,6,2
E33004307,448,69,316,0,15,4,27,17
E33004308,1089,277,735,7,18,9,29,14
E33004309,424,79,302,1,22,5,8,7
E33004310,271,49,190,2,14,1,8,7
E33004311,249,72,142,2,10,4,13,6
E33004312,341,149,143,1,5,0,5,38
E33004313,307,60,231,1,3,0,4,8
E33004314,797,193,524,3,33,5,15,24
E33004315,362,94,229,0,4,3,14,18
E33004316,738,342,302,11,37,2,29,15
E33004317,308,95,140,7,13,6,26,21
E33004318,224,55,135,2,12,2,8,10
E33004319,642,297,231,2,6,4,5,97
E33004320,275,66,170,0,18,4,9,8
E33004321,615,147,435,0,4,9,8,12
E33004322,1102,110,946,0,4,2,9,31
E33004323,837,53,741,1,2,8,14,18
E33004324,250,30,209,0,1,0,5,5
E33004325,521,75,418,1,6,2,10,9
E33004326,493,49,416,1,16,1,6,4
E33004327,414,39,346,1,4,7,8,9
E33004328,465,94,345,2,8,6,10,0
E33004329,943,77,831,0,2,3,8,22
E33004330,573,75,484,0,7,0,2,5
E33004331,340,73,215,1,3,2,3,43
E33004332,405,54,336,0,1,0,2,12
E33004333,799,160,590,0,5,2,1,41
E33004334,886,58,796,0,2,1,2,27
E33004335,8687,1659,6651,5,18,25,61,268
E33004336,214,22,139,0,15,7,20,11
E33004337,272,26,197,0,9,4,12,24
E33004338,311,44,195,4,22,3,22,21
E33004339,1176,189,839,2,35,11,24,76
E33004340,335,61,203,1,10,5,18,37
E33004341,211,18,174,1,4,2,6,6
E33004342,280,48,183,0,1,1,5,42
E33004343,1605,123,1317,3,5,6,16,135
E33004344,6575,900,4826,0,14,22,56,757
E33004345,1898,280,1472,0,5,7,16,118
E33004346,338,56,163,0,3,5,4,107
