GeographyCode,WP210EW0001,WP210EW0002,WP210EW0003,WP210EW0004,WP210EW0005,WP210EW0006,WP210EW0007,WP210EW0008,WP210EW0009,WP210EW0010
E02004826,4354,2671,14,10,1,14,15,22,1264,343
E02004827,1113,677,9,8,2,6,12,4,321,74
E02004828,7002,3996,30,32,6,51,46,40,2315,486
E02004829,1905,1219,9,11,2,7,3,12,512,130
E02004830,2860,1793,26,31,9,17,3,15,769,197
E02004831,4004,2415,17,24,5,20,6,20,1194,303
E02004832,5465,3295,12,44,0,33,20,36,1671,354
E02004833,4698,2765,46,25,6,26,8,31,1467,324
E02004834,5655,3235,49,34,8,59,23,27,1848,372
E02004835,16616,9663,94,106,27,120,38,103,5297,1168
E02004836,1558,829,10,3,6,14,6,19,556,115
E02004837,4629,2531,19,42,9,30,12,20,1623,343
E02004838,4354,2707,18,14,5,23,10,20,1277,280
E02004839,3078,1916,13,6,1,15,8,12,888,219
E02004840,2909,1854,6,13,0,22,3,13,788,210
E02004841,13513,7669,42,104,11,129,69,59,4523,907
E02004842,4322,2572,23,9,4,17,7,12,1398,280
E02004843,1282,804,5,11,5,20,0,6,339,92
E02004844,5081,3090,13,38,11,121,11,25,1421,351
E02004845,6305,3791,28,105,33,150,18,29,1748,403
E02004846,1534,985,2,12,12,40,1,3,366,113
E02004847,2163,1313,12,32,20,46,4,7,572,157
E02004848,1065,686,3,14,3,25,1,1,247,85
E02004849,1820,1156,8,23,20,36,3,5,446,123
E02004850,3471,2208,14,30,20,84,9,7,896,203
E02004851,903,555,4,7,2,22,1,1,246,65
E02004852,5387,3175,27,85,55,127,21,18,1525,354
E02004853,2023,1318,9,22,20,45,7,7,463,132
E02004854,2156,1383,12,32,8,107,8,9,455,142
E02004855,5677,3468,27,77,50,260,22,23,1392,358
E02004856,2116,1283,11,17,16,35,4,13,583,154
E02004857,2886,1706,15,20,8,42,8,11,864,212
E02004858,1446,832,10,10,6,18,3,6,451,110
E02004859,1895,1132,8,13,10,18,0,10,571,133
E02004860,834,472,8,29,6,26,5,5,234,49
E02004861,1957,1160,9,20,12,23,1,13,577,142
E02004862,1299,713,3,24,3,20,2,10,434,90
E02004863,1325,700,5,21,6,45,3,7,451,87
E02004864,3540,1996,17,53,27,54,9,27,1112,245
E02004865,1886,1072,5,34,14,46,4,9,581,121
E02004866,1155,653,4,14,13,28,1,6,349,87
E02004867,1443,814,7,18,5,17,0,7,463,112
E02004868,14730,7992,60,431,96,522,96,68,4524,941
E02004869,2789,1584,16,23,21,54,6,17,857,211
E02004870,9273,5049,72,192,46,356,24,39,2840,655
E02004871,752,411,5,10,1,10,4,2,239,70
E02004872,1797,1035,6,55,8,29,6,7,550,101
E02004873,4615,2462,11,85,42,126,9,31,1509,340
E02004874,1905,955,10,47,13,89,5,12,642,132
E02004875,1958,1083,17,37,12,102,3,7,553,144
E02004876,3613,2080,11,54,27,111,5,10,1063,252
E02004877,3033,1734,16,45,43,51,16,25,881,222
E02004878,2312,1455,13,7,6,19,6,10,630,166
E02004879,2349,1405,8,32,8,9,2,12,693,180
E02004880,2872,1862,15,6,6,19,1,14,718,231
E02004881,4374,2591,16,23,13,47,5,18,1320,341
E02004882,3481,2073,15,19,13,36,5,13,1066,241
E02004883,2177,1403,8,14,6,10,2,5,584,145
E02004884,3540,2074,27,32,11,51,10,22,1068,245
E02004885,1767,1101,5,6,5,20,3,4,496,127
E02004886,2384,1462,9,11,10,9,2,7,717,157
E02004887,2362,1428,14,27,11,13,0,8,704,157
E02004888,2972,1772,22,20,18,33,3,14,873,217
E02004889,3349,2024,18,39,19,58,3,19,956,213
E02004890,5712,3279,13,92,24,67,25,21,1830,361
E02004891,2262,1301,16,16,6,25,2,8,719,169
E02004892,825,475,4,4,4,5,1,5,265,62
E02004893,2579,1509,11,25,10,39,5,5,812,163
E02004894,9089,5250,48,79,53,139,23,47,2842,608
E02004895,3774,2307,3,10,16,56,2,18,1085,277
E02004896,5238,3027,54,195,140,190,18,40,1219,355
E02004897,2242,1308,14,56,61,42,2,14,582,163
E02004898,2133,1326,30,37,41,66,4,9,479,141
E02004899,3794,1957,34,106,230,91,8,18,1096,254
E02004900,2396,1019,16,81,580,82,6,11,385,216
E02004901,2510,1425,19,78,130,88,12,22,577,159
E02004902,3135,1514,14,172,391,98,12,32,661,241
E02004903,3959,2048,36,204,141,190,23,26,1018,273
E02004904,4415,2319,41,236,288,124,22,37,1060,288
E02004905,5008,2405,39,345,548,143,21,25,1104,378
E02004906,5177,2595,49,264,476,223,19,48,1143,360
E02004907,3161,1639,31,111,303,82,19,33,697,246
E02004908,3209,1483,29,138,675,93,6,29,488,268
E02004909,1736,980,18,10,8,18,5,9,576,112
E02004910,5655,3089,24,41,13,50,29,21,1982,406
E02004911,869,476,7,9,4,5,15,8,281,64
E02004912,3285,1985,19,21,5,44,39,17,942,213
E02004913,4694,2715,15,45,14,37,11,26,1504,327
E02004914,8479,4492,49,93,16,118,235,54,2810,612
E02004915,1277,647,4,29,7,35,33,15,434,73
E02004916,4201,2231,33,62,16,75,105,27,1370,282
E02004917,999,552,7,19,2,11,34,5,300,69
E02004918,5324,2864,10,48,15,109,149,33,1720,376
E02004919,1329,718,6,11,4,19,39,10,432,90
E02004920,6816,3674,42,92,23,95,111,34,2285,460
E02004921,1845,1008,15,19,4,24,44,8,593,130
E02004922,3006,1808,17,12,11,22,18,13,883,222
E02004923,2926,1672,10,34,13,46,9,13,915,214
E02004924,2825,1798,10,36,20,58,4,19,689,191
E02004925,1894,1230,9,12,12,32,4,6,449,140
E02004926,4863,2799,25,65,25,178,11,18,1398,344
E02004927,1656,1024,3,15,15,27,1,8,449,114
E02004928,1081,694,5,6,5,15,1,2,279,74
E02004929,2225,1334,5,35,20,33,4,15,628,151
E02004930,3101,1700,15,46,24,84,8,14,1000,210
E02004931,1382,826,11,20,16,33,2,5,362,107
E02004932,2444,1468,33,38,21,89,6,16,606,167
E02004933,1301,744,4,18,21,32,3,8,382,89
E02004934,3111,1655,27,60,39,214,9,18,848,241
E02004935,11103,5908,72,316,160,447,67,58,3277,798
E02004936,2088,1148,9,30,28,74,11,13,631,144
E02004937,2997,1777,42,36,33,61,8,12,817,211
E02004938,3683,2148,29,54,31,110,13,16,1048,234
E02004939,1691,954,7,26,16,88,5,2,445,148
E02004940,3218,1836,12,76,29,122,18,17,890,218
E02004941,3789,2098,31,144,89,246,8,15,953,205
E02004942,3981,2220,26,168,96,145,15,29,1024,258
E02004943,3098,1768,18,84,106,68,21,5,825,203
E02004944,2401,1285,16,32,6,49,33,16,811,153
E02004945,7983,4700,47,193,31,178,76,47,2202,509
E02004946,972,519,3,13,7,31,7,4,335,53
E02004947,1011,560,3,9,3,18,14,3,315,86
E02004948,7290,3916,26,113,26,201,88,41,2401,478
E02004949,2948,1526,13,47,16,84,24,23,1008,207
E02004950,1056,542,5,15,3,23,3,9,395,61
E02004951,9371,4869,65,157,36,194,77,65,3251,657
E02004952,1165,646,7,17,3,14,6,12,394,66
E02004953,1368,741,9,15,6,13,7,11,470,96
E02004954,8535,4511,35,112,27,166,64,45,2980,595
E02004955,739,383,5,9,3,2,3,4,274,56
E02004956,3903,2109,19,61,49,89,15,19,1267,275
E02004957,3359,1887,23,166,54,90,20,27,876,216
E02004958,2026,1267,4,31,28,30,1,10,502,153
E02004959,3510,1964,17,207,78,72,30,32,892,218
E02004960,1632,1003,6,43,34,23,7,8,401,107
E02004961,4092,2233,16,197,64,136,25,29,1136,256
E02004962,3185,1825,23,142,49,72,13,16,821,224
E02004963,1001,608,1,41,19,26,1,6,235,64
E02004964,3458,2045,12,108,17,61,33,14,935,233
E02004965,1380,761,8,98,40,56,3,9,302,103
E02004966,6404,3485,31,412,133,261,48,59,1580,395
E02004967,1443,894,7,56,20,40,6,5,333,82
E02004968,1584,911,7,46,11,49,13,12,428,107
E02004969,1205,751,10,31,5,66,0,4,256,82
E02004970,1797,1135,24,56,18,62,7,15,360,120
E02004971,1974,1035,14,93,20,153,23,8,506,122
E02004972,7153,3598,33,662,91,338,53,63,1862,453
E02004973,2654,1404,18,136,31,171,16,16,678,184
E02004974,1650,903,15,110,33,77,12,17,371,112
E02004975,3817,2109,34,180,71,209,34,24,907,249
E02004976,17761,9252,119,1219,342,1098,155,156,4293,1127
E02004977,4916,2858,50,291,76,459,42,26,841,273
E02004978,5523,2910,35,253,70,435,47,30,1377,366
E02004979,1435,734,6,48,45,60,10,14,417,101
E02004980,1149,715,4,9,13,2,6,15,323,62
E02004981,3868,2337,12,68,26,75,18,25,1006,301
E02004982,975,542,13,7,9,6,3,6,309,80
E02004983,9581,5077,49,283,109,215,56,55,3114,623
E02004984,1017,597,5,17,8,16,1,6,300,67
E02004985,8102,4588,35,129,48,153,30,46,2514,559
E02004986,6687,3733,43,139,38,186,38,31,2027,452
E02004987,3741,2266,30,82,25,102,14,24,974,224
E02004988,1747,1014,8,27,11,32,10,10,514,121
E02004989,16392,8653,116,561,164,545,138,83,5052,1080
E02004990,3753,2192,29,85,32,135,20,20,996,244
E02004991,3103,1674,37,136,22,154,25,17,863,175
E02004992,1252,731,16,40,5,44,3,9,343,61
E02004993,3516,1963,25,71,29,77,14,19,1073,245
E02004994,1858,1139,8,26,51,37,3,16,442,136
E02004995,1685,1033,12,22,21,48,6,11,405,127
E02004996,3551,2162,21,22,7,25,6,21,1073,214
E02004997,2874,1848,13,10,1,14,2,13,744,229
E02004998,1521,966,8,13,3,17,2,9,407,96
E02004999,6428,3836,71,94,5,30,17,22,1932,421
E02005000,11729,6899,88,137,11,106,20,59,3509,900
E02005001,7855,4902,71,165,8,89,27,31,2047,515
E02005002,1971,1123,21,43,2,27,1,5,590,159
E02005003,1308,735,19,30,2,19,0,4,375,124
E02005004,5126,2987,52,83,2,42,1,28,1549,382
E02005005,2816,1741,13,6,8,8,2,17,825,196
E02005006,1580,1005,9,2,2,11,1,14,390,146
E02005007,2462,1534,7,8,4,6,3,12,689,199
E02005008,3861,2432,21,8,5,22,7,30,1007,329
E02005009,1536,965,6,3,1,6,0,8,432,115
E02005010,3750,2234,17,24,5,60,13,21,1103,273
E02005011,1466,957,12,7,2,4,3,6,382,93
E02005012,1788,1047,3,8,0,8,2,11,575,134
E02005013,1740,1021,6,10,3,9,9,14,544,124
E02005014,4003,2486,21,8,3,14,9,16,1148,298
E02005015,1874,1215,4,8,0,4,0,8,491,144
E02005016,1277,759,15,9,1,13,1,8,361,110
E02005017,3077,1723,26,8,6,27,6,19,1019,243
E02005018,2936,1781,13,7,3,11,3,9,908,201
E02005019,2117,1316,9,14,3,6,0,7,614,148
E02005020,2768,1655,7,7,2,17,10,15,882,173
E02005021,5407,2843,39,45,14,53,9,34,1959,411
E02005022,1510,859,6,11,4,11,1,8,493,117
E02005023,5637,3181,36,46,3,51,8,42,1608,662
E02005025,10496,6303,83,114,24,96,11,82,2994,789
E02005026,2265,1408,12,11,2,17,2,14,625,174
E02005027,2130,1347,14,13,2,12,3,12,566,161
E02005028,3639,2188,7,41,1,73,57,13,1025,234
E02005029,2544,1422,12,31,3,43,59,14,777,183
E02005030,9670,5686,52,156,12,241,183,39,2637,664
E02005031,1307,799,4,21,2,13,13,3,381,71
E02005032,1891,1050,15,45,2,81,38,15,500,145
E02005033,17513,10115,89,246,24,371,605,66,4889,1108
E02005034,1531,923,7,23,3,25,19,2,443,86
E02005035,5527,3418,32,149,6,142,129,31,1313,307
E02005036,2737,1574,19,27,3,36,38,16,844,180
E02005037,2125,1363,15,49,1,35,30,8,494,130
E02005038,2109,1318,7,13,4,10,12,9,612,124
E02005039,1658,1017,3,21,3,28,21,7,449,109
E02005040,2721,1767,14,30,2,45,85,7,603,168
E02005041,2004,1291,9,9,2,11,1,9,521,151
E02005042,6253,3599,14,37,9,46,14,40,2024,470
E02005043,1720,1053,9,1,2,1,0,12,520,122
E02005044,3279,1935,23,9,6,36,1,28,981,260
E02005045,1293,842,7,3,3,8,0,12,328,90
E02005046,2144,1331,6,7,0,23,4,9,601,163
E02005047,1281,802,4,6,1,8,1,6,364,89
E02005048,2328,1512,10,13,2,20,0,15,563,193
E02005049,1810,1158,2,4,1,3,1,14,472,155
E02005050,4678,2975,22,33,5,23,1,19,1294,306
E02005051,2905,1786,12,24,2,17,7,15,825,217
E02005052,5886,3572,54,71,1,54,13,37,1628,456
E02005053,6531,3980,24,35,3,44,7,49,1950,439
E02005054,1170,717,2,5,2,0,0,7,342,95
E02005055,2995,1820,20,32,1,40,185,10,710,177
E02005056,9194,5240,52,144,10,227,768,57,2128,568
E02005057,3574,2182,10,29,6,60,298,27,776,186
E02005058,1388,809,1,16,0,41,114,9,320,78
E02005059,1928,1185,8,29,2,12,141,15,421,115
E02005060,3436,1996,8,43,4,33,295,14,856,187
E02005061,905,565,2,16,0,26,28,8,208,52
E02005062,1188,823,4,16,2,14,33,6,218,72
E02005063,1487,962,0,11,1,10,98,2,325,78
E02005064,1845,1208,5,7,1,13,28,5,458,120
E02005065,895,550,1,2,1,12,33,6,230,60
E02005066,2048,1290,5,18,1,19,55,10,513,137
E02005067,1132,734,1,3,1,6,10,4,294,79
E02005068,3895,2416,13,25,5,20,5,14,1165,232
E02005069,2421,1426,22,32,1,17,9,9,714,191
E02005070,2885,1797,8,22,5,19,9,14,799,212
E02005071,18372,10518,190,377,19,276,108,120,5545,1219
E02005072,2394,1525,14,17,1,16,7,9,619,186
E02005073,5128,3105,28,33,8,53,21,31,1532,317
E02005074,1767,1115,3,11,4,18,6,3,479,128
E02005075,6495,3984,52,156,5,138,20,47,1672,421
E02005076,2444,1398,12,17,0,41,7,12,776,181
E02005077,2120,1243,17,11,2,32,3,14,651,147
E02005078,4118,2545,16,20,4,22,24,16,1199,272
E02005079,2996,1839,6,28,2,16,10,16,891,188
E02005080,2408,1430,14,28,3,31,16,6,711,169
E02005081,1997,1305,8,1,3,12,4,17,527,120
E02005082,6876,4342,18,26,1,32,26,37,1948,446
E02005083,2184,1393,7,7,2,17,4,12,578,164
E02005084,2875,1880,10,9,8,23,9,11,732,193
E02005085,3210,2036,8,6,6,22,10,12,901,209
E02005086,2210,1432,9,17,1,15,0,10,579,147
E02005087,1642,1071,7,8,1,15,14,3,425,98
E02005088,2805,1749,18,18,6,33,13,7,795,166
E02005089,2821,1710,6,25,4,56,19,7,816,178
E02005090,1433,937,7,12,2,6,12,4,357,96
E02005091,2405,1442,10,18,2,26,31,15,690,171
E02005093,2337,1516,6,11,1,11,3,8,603,178
E02005094,4252,2623,24,33,6,31,6,18,1214,297
E02005095,2720,1697,8,17,2,28,12,10,744,202
E02005096,3630,2204,19,23,8,32,7,22,1051,264
E02005097,2253,1454,7,7,8,12,3,15,579,168
E02005098,8018,4934,65,47,13,77,28,33,2202,619
E02005099,4161,2637,15,26,11,25,4,13,1127,303
E02005100,3869,2383,10,17,5,38,7,19,1111,279
E02005101,2314,1433,8,6,6,5,2,12,654,188
E02005102,1817,1178,13,1,0,3,1,9,473,139
E02005103,1524,919,25,37,0,10,2,8,422,101
E02005104,1910,1135,10,6,1,13,3,5,599,138
E02005105,1354,736,9,7,2,28,1,10,451,110
E02005106,2324,1301,86,138,0,15,1,11,581,191
E02005107,8767,4901,231,449,6,54,10,47,2425,644
E02005109,3383,2132,29,22,4,15,3,10,929,239
E02005110,2593,1592,17,20,0,4,0,8,755,197
E02005111,2936,1798,21,39,2,28,1,13,830,204
E02005112,1703,1125,6,6,0,9,0,9,441,107
E02005113,2236,1370,7,12,1,30,0,19,631,166
E02005114,2778,1714,5,10,1,15,0,11,842,180
E02005115,2146,1287,10,17,1,16,4,12,651,148
E02005116,3713,2316,5,25,4,40,6,11,1081,225
E02005117,1106,672,3,6,0,6,7,5,338,69
E02005118,1702,1061,6,13,3,23,2,6,487,101
E02005119,2162,1371,2,8,1,8,7,6,634,125
E02005120,3117,1929,27,8,2,41,22,18,882,188
E02005121,3428,2058,11,19,2,13,11,10,1089,215
E02005122,2377,1450,13,29,0,27,71,14,615,158
E02005123,3931,2432,13,37,2,33,13,12,1146,243
E02005124,8663,5279,13,54,2,83,28,29,2646,529
E02005125,2506,1541,5,7,3,8,4,11,752,175
E02005126,2040,1305,3,9,1,12,11,9,558,132
E02005127,4172,2601,10,27,0,15,15,20,1194,290
E02005128,2452,1514,4,5,4,5,6,9,733,172
E02005129,4556,2744,18,17,3,47,15,34,1356,322
E02005130,2505,1554,7,8,4,8,3,18,734,169
E02005131,1863,1212,2,8,0,10,0,6,510,115
E02005132,3909,2239,20,29,10,84,9,29,1236,253
E02005133,1869,1210,6,6,10,13,5,13,491,115
E02005134,3209,1869,21,27,4,40,5,25,979,239
E02005135,4872,3007,24,62,6,87,7,32,1339,308
E02005136,1477,909,3,5,3,7,2,11,449,88
E02005137,1432,852,5,9,5,11,2,12,447,89
E02005138,2209,1371,10,17,1,21,2,13,616,158
E02005139,1630,1011,17,10,3,20,4,8,453,104
E02005140,1826,1084,13,16,5,6,1,17,555,129
E02005141,3322,1885,22,27,4,37,5,26,1039,277
E02005142,7616,4372,21,28,13,52,8,34,2537,551
E02005143,1472,866,8,12,1,14,3,9,459,100
E02005144,2177,1229,12,12,3,27,1,6,728,159
E02005145,3563,2174,8,30,4,28,1,23,1050,245
E02005146,1734,1019,7,14,2,11,0,15,547,119
E02005147,4069,2243,34,43,11,53,8,28,1352,297
E02005148,1152,685,4,8,2,7,0,9,350,87
E02005149,3895,2316,11,27,0,25,23,27,1217,249
E02005150,4498,2749,10,19,5,36,37,26,1319,297
E02005151,4509,2796,16,31,5,20,10,11,1310,310
E02005153,8705,5269,22,61,8,105,31,35,2570,604
E02005154,4888,3038,19,29,3,40,10,17,1387,345
E02005155,8457,5004,31,75,11,77,49,40,2632,538
E02005156,2724,1639,5,8,3,8,7,9,842,203
E02005157,1022,631,10,6,0,11,1,9,280,74
E02005158,2611,1594,5,25,2,13,4,13,754,201
E02005159,1324,820,2,2,1,3,0,12,380,104
E02005160,9603,5624,65,84,9,105,18,45,2960,693
E02005161,3439,2009,14,41,1,36,7,17,1088,226
E02005162,5436,3364,15,16,9,53,12,32,1531,404
E02005163,2402,1472,16,4,4,31,2,10,689,174
E02005164,4688,2705,15,35,9,47,6,17,1493,361
E02005165,3001,1945,13,27,2,28,4,9,755,218
E02005166,1986,1139,12,10,4,11,1,3,636,170
E02005167,2442,1662,9,12,3,11,4,11,563,167
E02005168,2636,1544,9,24,11,22,0,16,815,195
E02005169,13687,7946,62,127,20,192,18,90,4223,1009
E02005170,2591,1500,9,11,5,26,4,19,793,224
E02005171,1693,983,7,8,2,131,1,9,440,112
E02005172,3188,1998,13,5,11,9,2,7,879,264
E02005173,4357,2493,35,36,9,52,7,18,1374,333
E02005174,3450,2201,11,3,8,17,1,18,898,293
E02005175,3428,2225,10,5,4,18,2,13,865,286
E02005176,2481,1691,5,11,0,110,0,5,514,145
E02005177,4282,2748,16,27,2,484,2,10,770,223
E02005178,10899,6582,29,36,4,1447,7,50,2195,549
E02005179,3228,2192,12,8,3,124,0,19,722,148
E02005180,985,681,1,4,0,12,4,3,227,53
E02005181,1380,879,2,6,0,56,0,4,351,82
E02005182,2112,1342,12,7,0,176,3,6,451,115
E02005183,721,497,3,4,0,20,0,1,153,43
E02005184,1288,901,2,1,0,23,0,6,278,77
E02005185,3215,2078,6,9,1,122,0,19,774,206
E02005186,4540,3028,14,5,3,126,0,10,1067,287
E02005189,1255,880,3,8,1,32,0,8,256,67
E02005190,1919,1490,4,3,1,9,0,6,306,100
E02005191,1947,1372,3,11,1,16,0,11,413,120
E02005192,1948,1410,4,10,1,19,0,11,371,122
E02005193,2688,1984,6,5,4,41,2,11,463,172
E02005194,4902,3630,20,45,4,79,2,14,846,262
E02005195,3740,2744,25,5,2,59,4,20,664,217
E02005196,4702,3334,12,24,6,69,5,13,939,300
E02005197,2332,1642,6,2,2,74,3,5,466,132
E02005198,7289,5354,17,42,3,135,8,21,1366,343
E02005199,2259,1740,5,3,0,11,1,3,382,114
E02005200,1248,885,5,1,0,11,1,5,263,77
E02005201,2025,1521,7,1,0,8,1,3,362,122
E02005202,3420,2446,9,14,3,58,2,18,686,184
E02005203,5790,4008,17,12,13,41,4,16,1339,340
E02005204,5248,3696,12,63,4,98,12,11,1055,297
E02005205,3323,2406,7,9,3,27,1,8,633,229
E02005206,2770,1799,5,6,5,24,0,11,753,167
E02005207,2009,1256,8,36,13,24,1,11,530,130
E02005208,5830,3865,37,25,29,68,4,25,1450,327
E02005209,10156,6961,22,56,12,117,14,20,2367,587
E02005210,2546,1806,10,8,15,14,1,12,521,159
E02005211,5262,3698,15,33,23,47,5,21,1098,322
E02005212,2974,2041,9,7,0,208,1,7,528,173
E02005213,7265,4893,19,13,5,363,9,24,1548,391
E02005214,2328,1613,10,16,2,149,1,7,425,105
E02005215,3526,2409,7,7,4,201,2,20,657,219
E02005216,1869,1215,2,6,0,135,0,5,386,120
E02005217,4613,2648,8,10,2,855,5,21,814,250
E02005218,2274,1558,14,2,0,98,2,10,468,122
E02005219,5159,3444,5,17,1,360,2,20,1048,262
E02005220,1164,833,1,0,0,25,0,4,223,78
E02005221,4072,2786,11,1,1,16,2,19,983,253
E02005222,2255,1636,5,0,1,7,0,4,450,152
E02005223,1876,1302,8,0,1,9,0,10,429,117
E02005224,1345,913,5,0,1,10,1,11,292,112
E02005225,2133,1468,8,6,3,15,0,9,503,121
E02005226,4356,2835,24,7,1,47,6,28,1134,274
E02005228,920,584,5,2,0,4,0,4,254,67
E02005229,1404,885,8,11,2,17,0,9,365,107
E02005230,5075,3468,10,3,4,20,1,15,1207,347
E02005231,1488,1024,7,3,1,11,3,8,344,87
E02005233,2575,1685,16,5,0,23,2,15,669,160
E02005234,13773,8691,58,67,14,197,24,80,3736,906
E02005235,1503,856,4,5,1,23,2,15,486,111
E02005236,4650,3203,10,5,5,25,3,15,1077,307
E02005237,2110,1341,16,7,3,44,3,15,542,139
E02005238,996,691,8,2,0,15,2,7,216,55
E02005239,5845,3359,38,32,7,57,4,32,1898,418
E02005240,1890,1165,10,0,2,43,1,14,546,109
E02005241,1576,964,4,0,0,65,0,5,432,106
E02005242,2438,1514,12,2,2,30,0,7,749,122
E02005243,1581,923,5,9,0,78,0,7,454,105
E02005244,2320,1329,9,1,1,126,2,7,712,133
E02005245,1942,1263,5,2,0,32,0,8,513,119
E02005246,4190,2500,14,3,1,266,0,16,1144,246
E02005247,2890,1912,11,1,1,84,0,12,687,182
E02005248,3640,2087,17,7,1,531,3,12,793,189
E02005249,2903,1605,14,0,4,394,3,9,702,172
E02005250,3720,1943,5,10,3,805,0,17,710,227
E02005251,1254,771,3,0,1,119,0,7,275,78
E02005252,4258,2506,9,10,0,534,3,10,969,217
E02005253,2325,1785,5,9,0,16,2,8,374,126
E02005254,2796,2067,11,15,1,49,1,6,510,136
E02005255,1729,1273,6,33,1,68,10,4,258,76
E02005256,15697,10184,42,412,13,865,88,48,3253,792
E02005257,774,547,2,3,0,8,1,2,164,47
E02005258,3385,2327,8,47,0,230,14,12,582,165
E02005259,4317,2978,4,48,1,260,16,8,796,206
E02005260,1394,1025,8,26,0,28,3,2,221,81
E02005261,4174,2924,9,53,0,167,11,13,776,221
E02005262,6533,4450,13,72,7,207,13,21,1411,339
E02005263,2547,1593,3,55,1,314,15,7,425,134
E02005264,9296,5618,30,131,12,500,27,54,2370,554
E02005265,1852,1270,2,29,1,34,2,11,373,130
E02005266,3686,2294,10,82,0,478,19,13,615,175
E02005267,2904,1796,5,50,5,356,7,8,521,156
E02005268,2631,1491,4,63,1,472,8,9,438,145
E02005269,21048,13503,66,416,18,1387,83,100,4316,1159
E02005270,3282,2466,7,2,0,33,1,16,557,200
E02005271,5249,3834,12,5,4,84,3,19,981,307
E02005272,2568,1847,1,7,3,68,1,9,471,161
E02005273,1758,1364,4,3,0,17,0,3,275,92
E02005274,2968,2051,11,7,0,124,0,12,592,171
E02005275,2690,2075,6,13,0,37,2,6,395,156
E02005276,4094,3000,10,15,1,129,3,13,686,237
E02005277,7206,5379,8,47,1,146,6,10,1246,363
E02005278,1680,1077,6,6,1,27,2,6,450,105
E02005279,4985,3208,15,15,7,308,1,20,1119,292
E02005280,2418,1502,9,4,1,49,0,8,697,148
E02005281,4449,2868,13,4,16,178,5,12,1093,260
E02005284,1467,968,6,6,0,30,2,5,363,87
E02005285,3327,2209,7,5,6,77,0,18,820,185
E02005286,1775,1128,2,4,1,46,0,6,496,92
E02005287,1653,1193,3,20,1,32,1,5,293,105
E02005288,2452,1791,12,13,2,56,2,11,425,140
E02005289,1057,806,2,12,1,19,0,3,154,60
E02005290,2230,1531,7,26,1,58,7,10,488,102
E02005291,1029,748,1,8,0,11,1,2,200,58
E02005292,822,579,0,8,0,28,3,4,152,48
E02005293,2754,1977,4,11,2,56,8,4,535,157
E02005294,9847,7086,15,94,4,257,16,23,1854,498
E02005295,1809,1329,6,10,0,30,2,0,342,90
E02005296,2210,1638,7,14,1,29,7,3,375,136
E02005297,2094,1617,5,3,0,32,2,6,332,97
E02005298,6217,4412,16,29,5,97,6,8,1328,316
E02005299,4308,3048,7,22,2,83,1,13,873,259
E02005300,3354,2382,10,18,2,31,1,9,704,197
E02005301,3256,2383,9,8,2,32,0,11,631,180
E02005302,2860,2012,8,28,0,22,3,12,613,162
E02005303,1117,801,3,3,0,11,2,3,231,63
E02005304,2593,1996,3,5,4,23,0,5,428,129
E02005305,2671,2012,8,2,0,43,0,2,454,150
E02005306,2857,2153,14,4,5,7,0,8,509,157
E02005307,3684,2857,5,7,2,15,1,4,604,189
E02005308,3459,2707,6,20,1,24,2,9,492,198
E02005309,1466,1075,12,1,0,8,4,4,274,88
E02005310,8270,6132,26,46,7,63,8,33,1540,415
E02005311,2804,2115,2,11,1,6,1,5,523,140
E02005312,2927,2177,4,4,1,8,6,7,549,171
E02005313,5735,4219,8,10,4,38,9,23,1157,267
E02005314,3202,2398,6,19,3,39,4,7,572,154
E02005315,1437,1153,6,1,3,1,3,1,195,74
E02005316,1631,1207,2,5,0,1,2,6,315,93
E02005317,909,676,0,3,0,3,3,4,176,44
E02005318,5865,4352,9,17,5,26,1,9,1166,280
E02005319,4205,2943,7,16,3,55,1,23,924,233
E02005320,940,697,11,1,1,4,5,3,178,40
E02005321,1758,1225,2,4,2,7,0,7,411,100
E02005322,2215,1662,9,0,1,6,0,14,389,134
E02005323,2361,1672,3,2,3,19,0,6,507,149
E02005324,3901,2933,6,13,0,29,0,12,686,222
E02005325,3296,2480,5,11,3,15,0,8,564,210
E02005326,3062,2110,9,5,5,23,2,8,735,165
E02005327,2235,1785,3,5,0,10,0,7,323,102
E02005328,3062,2096,2,15,2,13,2,15,713,204
E02005329,3230,2207,4,10,1,20,1,13,782,192
E02005330,1459,1004,5,1,1,3,0,5,343,97
E02005331,4829,3384,25,9,4,50,5,18,1041,293
E02005332,1177,858,9,3,2,2,1,4,235,63
E02005334,1032,532,0,50,1,11,36,5,338,59
E02005335,2875,1467,9,244,5,78,121,8,757,186
E02005336,6509,3139,25,508,8,283,162,35,1954,395
E02005337,2059,994,6,98,1,36,97,15,709,103
E02005338,15985,8077,28,995,15,613,410,66,4875,906
