GeographyCode,WP207WA0001,WP207WA0002,WP207WA0003,WP207WA0004,WP207WA0005,WP207WA0006,WP207WA0007,WP207WA0008,WP207WA0009,WP207WA0010,WP207WA0011,WP207WA0012
W35001917,304,240,13,35,3,3,29,0,11,4,1,0
W35001918,319,267,17,23,3,4,15,1,6,2,0,4
W35001919,457,390,18,35,5,3,27,0,11,3,0,0
W35001920,680,589,24,42,6,3,33,0,10,5,2,8
W35001921,455,369,25,46,5,7,33,1,11,4,0,0
W35001922,339,284,15,31,4,3,23,1,7,1,0,1
W35001923,309,263,12,29,2,2,25,0,3,1,0,1
W35001924,513,420,12,58,6,7,43,2,11,4,0,8
W35001925,275,231,15,18,3,0,15,0,8,3,0,0
W35001926,397,307,15,67,9,2,56,0,4,1,0,3
W35001927,327,283,15,22,3,2,17,0,5,0,0,2
W35001928,406,331,19,42,4,2,35,1,8,3,0,3
W35001929,306,255,11,30,0,6,24,0,3,0,0,7
W35001930,239,186,12,28,4,1,23,0,10,1,0,2
W35001931,320,264,11,37,3,3,31,0,4,3,0,1
W35001932,256,226,4,21,5,1,15,0,4,0,0,1
W35001933,391,325,17,33,5,3,25,0,7,2,0,7
W35001934,668,566,17,64,9,5,50,0,9,0,0,12
W35001935,659,537,21,88,5,6,76,1,6,5,0,2
W35001936,264,229,12,15,4,1,10,0,7,1,0,0
W35001937,277,253,6,16,3,2,11,0,1,0,0,1
W35001938,300,252,18,19,2,2,15,0,7,1,0,3
W35001939,554,480,14,41,4,2,34,1,10,3,1,5
W35001940,240,199,10,24,2,2,20,0,4,2,0,1
W35001941,370,323,10,32,7,1,24,0,3,0,1,1
W35001942,540,496,14,21,2,4,15,0,6,2,0,1
W35001943,471,386,29,42,2,1,39,0,12,0,0,2
W35001944,323,284,14,22,2,2,18,0,3,0,0,0
W35001945,474,420,20,28,1,3,24,0,5,0,0,1
W35001946,250,225,5,13,2,2,9,0,4,1,0,2
W35001947,328,280,9,26,2,4,19,1,9,2,1,1
W35001948,366,328,7,22,3,1,18,0,3,2,0,4
W35001949,495,439,16,23,0,2,21,0,9,3,0,5
W35001950,305,263,17,20,5,2,13,0,3,1,0,1
W35001951,280,235,13,28,1,3,24,0,4,0,0,0
W35001952,288,251,6,28,3,5,20,0,2,1,0,0
W35001953,383,335,12,31,1,2,28,0,3,0,2,0
W35001954,349,298,8,36,2,3,31,0,6,0,0,1
W35001955,348,286,23,28,0,1,27,0,9,2,0,0
W35001956,292,242,6,37,3,4,30,0,4,2,1,0
W35001957,531,477,15,27,8,1,18,0,6,3,0,3
W35001958,450,399,9,27,1,1,25,0,6,2,0,7
W35001959,262,236,4,13,2,2,9,0,3,1,0,5
W35001960,255,220,10,22,4,2,15,1,3,0,0,0
W35001961,401,365,10,24,3,2,19,0,1,0,1,0
W35001962,331,278,13,33,4,2,27,0,4,1,0,2
W35001963,362,335,10,12,2,0,10,0,3,2,0,0
W35001964,269,239,10,15,5,0,10,0,4,0,0,1
W35001965,492,434,15,29,3,4,22,0,11,1,0,2
W35001966,412,379,9,20,1,6,13,0,4,0,0,0
W35001967,255,217,12,18,1,0,17,0,7,1,0,0
W35001968,717,543,33,127,11,8,107,1,11,2,1,0
W35001969,334,278,15,33,2,4,27,0,4,1,1,2
W35001970,329,270,24,27,3,1,23,0,5,2,0,1
W35001971,796,685,34,59,7,5,46,1,9,7,0,2
W35001972,348,309,12,21,5,3,13,0,4,0,0,2
W35001973,254,217,12,21,5,1,15,0,2,1,0,1
W35001974,410,370,10,22,2,2,18,0,6,1,0,1
W35001975,560,471,23,40,5,2,32,1,8,0,0,18
W35001976,523,461,14,40,4,4,32,0,5,1,1,1
W35001977,277,247,7,17,3,1,13,0,0,1,1,4
W35001978,332,288,12,25,2,4,19,0,7,0,0,0
W35001979,248,220,9,16,1,2,13,0,2,1,0,0
W35001980,473,397,16,45,9,6,30,0,11,1,0,3
W35001981,340,302,12,22,5,3,14,0,3,0,0,1
W35001982,443,372,20,37,4,4,29,0,9,2,0,3
W35001983,409,348,14,42,3,7,32,0,4,0,0,1
W35001984,525,467,16,33,3,1,29,0,7,0,0,2
W35001985,326,280,10,28,2,4,21,1,3,3,0,2
W35001986,2164,1742,39,85,12,5,68,0,8,4,1,285
W35001987,283,238,9,18,1,1,16,0,6,1,1,10
W35001988,392,336,13,28,3,2,23,0,3,2,1,9
W35001989,345,300,13,25,2,2,21,0,4,1,0,2
W35001990,291,241,13,25,1,3,21,0,6,1,0,5
W35001991,1705,1438,72,92,9,10,73,0,19,4,1,79
W35001992,468,408,13,26,6,0,20,0,6,2,0,13
W35001993,505,432,28,38,3,1,34,0,6,1,0,0
W35001994,282,236,15,26,3,5,18,0,4,0,0,1
W35001995,396,292,15,85,4,6,75,0,3,0,0,1
W35001996,286,235,13,33,4,3,25,1,5,0,0,0
W35001997,358,312,9,18,3,0,15,0,4,1,0,14
W35001998,763,640,37,54,3,3,47,1,19,2,1,10
W35001999,348,271,27,34,1,0,33,0,11,4,0,1
W35002000,250,201,10,30,3,3,24,0,4,3,0,2
W35002001,245,210,10,18,5,2,11,0,5,2,0,0
W35002002,442,327,31,65,12,10,43,0,8,2,0,9
W35002003,348,242,11,85,3,3,79,0,8,2,0,0
W35002004,478,410,20,28,3,2,23,0,9,5,1,5
W35002005,606,532,22,38,6,6,25,1,12,2,0,0
W35002006,309,236,13,18,3,1,14,0,4,1,0,37
W35002007,333,282,17,27,3,1,22,1,6,0,1,0
W35002008,407,328,26,41,6,1,34,0,10,0,1,1
W35002009,284,253,10,14,1,2,11,0,6,1,0,0
W35002010,364,294,24,32,2,2,28,0,14,0,0,0
W35002011,383,279,15,69,4,3,62,0,16,2,2,0
W35002012,257,205,10,25,6,4,15,0,8,4,2,3
W35002013,431,364,19,35,5,4,26,0,10,2,0,1
W35002014,345,261,27,34,9,5,19,1,16,7,0,0
W35002015,587,499,28,44,5,3,36,0,13,2,1,0
W35002016,292,251,13,21,3,3,15,0,4,3,0,0
W35002017,306,255,12,32,2,3,27,0,2,5,0,0
W35002018,664,561,40,43,8,6,29,0,17,3,0,0
W35002019,308,255,17,27,5,3,19,0,7,2,0,0
W35002020,521,451,19,38,2,5,30,1,10,1,0,2
W35002021,497,432,18,34,6,6,21,1,10,1,1,1
W35002022,869,758,29,52,5,4,42,1,20,5,1,4
W35002023,501,417,27,42,8,8,25,1,13,1,0,1
W35002024,327,270,12,35,2,5,28,0,3,2,0,5
W35002025,304,263,14,17,1,1,15,0,7,2,1,0
W35002026,561,440,33,55,4,3,48,0,21,4,0,8
W35002027,344,294,12,23,5,2,16,0,9,2,0,4
W35002028,321,277,12,19,4,0,15,0,9,4,0,0
W35002029,394,349,14,24,4,0,20,0,4,3,0,0
W35002030,287,249,9,18,3,1,14,0,5,1,0,5
W35002031,312,249,13,39,4,4,31,0,9,2,0,0
W35002032,319,255,12,38,2,2,34,0,9,1,0,4
W35002033,326,282,10,23,1,1,20,1,7,3,0,1
W35002034,550,448,25,59,6,5,47,1,16,2,0,0
W35002035,263,213,14,27,3,1,23,0,8,1,0,0
W35002036,313,260,13,28,6,7,15,0,8,4,0,0
W35002037,282,252,10,15,2,0,13,0,5,0,0,0
W35002038,575,522,17,19,4,0,14,1,9,2,0,6
W35002039,426,293,23,95,5,11,79,0,11,3,0,1
W35002040,533,453,21,43,7,3,32,1,11,2,0,3
W35002041,460,379,21,42,2,4,36,0,15,1,0,2
W35002042,667,610,18,24,5,4,15,0,8,1,1,5
W35002043,366,298,12,43,3,3,37,0,9,1,0,3
W35002044,309,262,15,27,2,0,25,0,4,1,0,0
W35002045,347,289,17,31,5,0,26,0,9,1,0,0
W35002046,438,387,10,29,3,1,25,0,9,2,0,1
W35002047,371,314,19,27,2,3,22,0,10,1,0,0
W35002048,571,472,25,55,7,4,43,1,15,3,0,1
W35002049,848,703,29,86,7,5,74,0,18,6,2,4
W35002050,372,298,20,43,3,2,37,1,9,1,1,0
W35002051,551,479,21,41,4,2,35,0,8,1,0,1
W35002052,412,343,13,41,8,3,30,0,13,1,1,0
W35002053,499,413,16,63,4,6,53,0,5,2,0,0
W35002054,421,363,19,31,5,2,23,1,3,4,0,1
W35002055,956,820,40,71,13,4,53,1,16,7,0,2
W35002056,334,275,14,34,3,3,27,1,7,2,1,1
W35002057,563,437,28,80,8,2,70,0,13,3,2,0
W35002058,326,265,23,33,4,3,26,0,5,0,0,0
W35002059,303,270,2,19,3,1,15,0,6,4,0,2
W35002060,283,246,7,26,2,0,24,0,3,1,0,0
W35002061,348,307,11,20,1,2,17,0,8,2,0,0
W35002062,336,287,9,29,3,3,23,0,9,1,0,1
W35002063,297,259,14,17,1,0,16,0,4,2,0,1
W35002064,339,296,7,28,1,2,25,0,6,1,1,0
W35002065,411,341,15,37,5,1,31,0,14,4,0,0
W35002066,300,240,16,33,2,1,30,0,7,4,0,0
W35002067,355,279,15,55,1,5,48,1,5,1,0,0
W35002068,336,277,17,31,2,2,27,0,4,3,0,4
W35002069,350,286,13,38,5,2,31,0,10,2,0,1
W35002070,803,672,31,76,6,7,63,0,19,3,0,2
W35002071,354,245,14,90,3,0,85,2,4,0,1,0
W35002072,711,609,28,51,10,6,34,1,14,2,1,6
W35002073,262,222,11,25,1,1,23,0,4,0,0,0
W35002074,546,417,25,85,8,7,70,0,8,2,0,9
W35002075,351,276,23,41,2,0,39,0,10,0,1,0
W35002076,410,347,12,42,3,3,36,0,7,1,1,0
W35002077,377,305,25,33,6,2,25,0,10,2,0,2
W35002078,372,316,18,31,4,5,21,1,3,1,1,2
W35002079,324,255,14,49,10,3,36,0,6,0,0,0
W35002080,275,229,17,22,4,1,17,0,3,2,0,2
W35002081,2180,1699,107,286,24,23,237,2,46,7,0,35
W35002082,376,328,10,34,4,2,28,0,2,1,1,0
W35002083,268,213,8,36,4,4,28,0,10,1,0,0
W35002084,266,229,6,25,3,0,22,0,5,1,0,0
W35002085,266,239,7,16,2,1,13,0,4,0,0,0
W35002086,483,415,17,43,4,3,36,0,7,0,0,1
W35002087,301,259,7,28,2,1,24,1,5,2,0,0
W35002088,413,364,14,27,3,4,20,0,3,3,1,1
W35002089,319,271,13,26,5,3,18,0,8,1,0,0
W35002090,369,296,8,58,9,5,44,0,5,2,0,0
W35002091,332,287,11,29,2,3,24,0,3,2,0,0
W35002092,246,194,11,34,3,8,23,0,6,1,0,0
W35002093,290,226,12,43,5,3,35,0,4,3,0,2
W35002094,278,195,9,65,4,2,59,0,9,0,0,0
W35002095,736,606,18,81,11,3,64,3,12,7,0,12
W35002096,476,411,10,42,5,5,32,0,9,2,0,2
W35002097,398,321,24,41,4,3,34,0,8,1,1,2
W35002098,388,317,22,35,5,2,28,0,9,2,0,3
W35002099,1147,940,47,114,10,14,90,0,17,3,0,26
W35002100,778,649,20,90,11,2,77,0,11,3,1,4
W35002101,413,352,11,39,8,4,27,0,7,2,0,2
W35002102,368,307,12,39,4,5,30,0,8,2,0,0
W35002103,473,409,17,36,6,8,22,0,5,3,1,2
W35002104,300,239,18,35,4,4,27,0,5,1,0,2
W35002105,464,322,13,118,5,6,107,0,7,3,0,1
W35002106,344,278,18,37,2,4,31,0,10,1,0,0
W35002107,318,260,11,38,0,0,38,0,6,0,0,3
W35002108,373,312,16,39,3,4,32,0,4,0,1,1
W35002109,348,291,8,37,8,1,28,0,10,2,0,0
W35002110,347,266,14,55,4,4,47,0,8,3,0,1
W35002111,1010,725,41,96,7,8,80,1,14,4,1,129
W35002112,576,450,27,79,11,5,63,0,11,3,2,4
W35002113,758,641,30,53,6,3,44,0,14,0,0,20
W35002114,507,429,23,44,4,6,34,0,8,1,0,2
W35002115,530,429,24,66,6,2,57,1,10,1,0,0
W35002116,295,233,13,37,2,3,32,0,7,5,0,0
W35002117,407,340,17,42,5,6,31,0,6,2,0,0
W35002118,288,189,7,86,5,6,75,0,3,0,1,2
W35002119,799,673,32,62,6,3,51,2,14,5,1,12
W35002120,677,568,23,69,8,7,54,0,11,3,0,3
W35002121,251,215,10,24,0,0,24,0,1,1,0,0
W35002122,270,197,17,52,3,0,47,2,3,0,0,1
W35002123,279,231,11,32,4,3,25,0,4,1,0,0
W35002124,634,529,25,64,8,5,51,0,9,2,0,5
W35002125,274,248,7,13,1,0,12,0,5,1,0,0
W35002126,372,329,13,21,4,2,15,0,4,5,0,0
W35002127,2509,2272,81,114,16,12,85,1,26,8,3,5
W35002128,295,258,7,21,2,2,17,0,6,0,1,2
W35002129,235,205,4,23,2,4,17,0,3,0,0,0
W35002130,300,259,14,15,1,2,12,0,8,0,1,3
W35002131,384,317,18,36,12,1,22,1,10,3,0,0
W35002132,392,340,11,34,6,3,25,0,6,1,0,0
W35002133,495,396,36,52,6,5,40,1,7,4,0,0
W35002134,258,223,7,19,2,3,14,0,3,2,0,4
W35002135,1595,1326,58,164,15,11,135,3,30,6,4,7
W35002136,281,240,15,20,4,0,16,0,2,0,0,4
W35002137,368,324,21,17,5,0,12,0,3,1,0,2
W35002138,351,297,14,33,5,3,25,0,6,1,0,0
W35002139,536,455,25,39,3,5,31,0,12,5,0,0
W35002140,390,330,23,33,3,3,26,1,4,0,0,0
W35002141,300,261,17,18,4,0,14,0,3,0,1,0
W35002142,284,209,10,58,4,2,52,0,4,1,0,2
W35002143,357,324,9,22,1,2,19,0,1,0,0,1
W35002144,329,277,7,38,7,2,29,0,5,0,0,2
W35002145,616,526,13,63,7,4,51,1,10,1,2,1
W35002146,452,382,16,41,1,3,37,0,12,1,0,0
W35002147,300,258,7,27,4,2,21,0,6,1,0,1
W35002148,590,498,18,58,8,10,40,0,11,2,0,3
W35002149,283,235,12,30,3,2,25,0,6,0,0,0
W35002150,308,271,8,24,4,3,17,0,3,1,1,0
W35002151,639,556,19,36,6,4,26,0,12,3,0,13
W35002152,730,650,32,38,2,5,30,1,4,0,0,6
W35002153,654,528,27,77,9,3,65,0,14,3,0,5
W35002154,294,257,10,22,6,1,15,0,2,1,1,1
W35002155,409,358,11,26,2,2,21,1,5,1,0,8
W35002156,392,362,8,20,4,0,16,0,2,0,0,0
W35002157,425,366,10,42,1,1,39,1,4,3,0,0
W35002158,344,284,11,43,2,4,37,0,6,0,0,0
W35002159,370,337,13,16,3,1,12,0,3,0,1,0
W35002160,522,461,11,40,3,8,28,1,7,1,0,2
W35002161,292,250,15,22,2,3,17,0,4,1,0,0
W35002162,419,377,15,22,2,1,18,1,5,0,0,0
W35002163,298,254,9,26,4,1,21,0,8,1,0,0
W35002164,301,266,6,22,3,1,18,0,4,1,0,2
W35002165,368,323,5,15,1,1,13,0,6,3,0,16
W35002166,351,320,9,18,2,0,16,0,2,1,0,1
W35002167,366,335,4,22,3,2,17,0,2,0,0,3
W35002168,1451,1194,31,62,9,9,44,0,10,2,1,151
W35002169,314,293,2,16,2,2,12,0,0,1,0,2
W35002170,419,353,15,47,2,2,43,0,2,1,0,1
W35002171,331,282,5,23,2,1,20,0,4,0,1,16
W35002172,295,274,4,13,1,2,10,0,2,0,0,2
W35002173,228,200,5,17,1,4,12,0,1,0,1,4
W35002174,325,269,5,39,4,3,31,1,4,0,1,7
W35002175,312,183,4,119,4,5,110,0,5,1,0,0
W35002176,327,291,6,23,2,2,17,2,3,1,0,3
W35002177,415,351,14,37,0,5,32,0,9,1,0,3
W35002178,853,757,20,54,4,3,47,0,10,4,0,8
W35002179,279,250,7,19,3,1,15,0,3,0,0,0
W35002180,464,409,12,37,2,3,31,1,5,0,0,1
W35002181,294,264,3,24,6,2,16,0,2,1,0,0
W35002182,371,338,8,20,1,4,15,0,2,2,0,1
W35002183,302,250,14,32,4,6,22,0,6,0,0,0
W35002184,344,326,6,8,1,0,7,0,3,0,0,1
W35002185,359,325,11,20,3,3,13,1,2,1,0,0
W35002186,422,377,14,24,4,3,17,0,4,0,0,3
W35002187,538,494,11,22,2,3,17,0,2,0,0,9
W35002188,295,262,5,25,2,2,20,1,2,0,1,0
W35002189,488,413,23,46,2,6,38,0,5,0,0,1
W35002190,346,288,12,25,3,3,19,0,6,3,1,11
W35002191,1790,1611,59,85,13,15,57,0,23,2,0,10
W35002192,392,341,6,31,5,4,22,0,9,2,0,3
W35002193,748,600,30,79,10,3,65,1,11,2,0,26
W35002194,562,473,22,48,5,8,35,0,12,4,0,3
W35002195,285,239,5,31,5,3,23,0,5,1,0,4
W35002196,232,185,9,22,1,2,18,1,7,2,0,7
W35002197,506,423,19,50,1,3,45,1,8,5,0,1
W35002198,303,257,7,31,3,2,25,1,8,0,0,0
W35002199,367,321,7,24,2,0,22,0,5,2,0,8
W35002200,541,493,12,31,4,5,22,0,3,1,1,0
W35002201,249,225,6,11,2,1,8,0,2,0,0,5
W35002202,950,881,18,33,1,5,27,0,1,2,0,15
W35002203,310,257,10,37,4,0,33,0,5,0,0,1
W35002204,253,239,5,4,1,0,3,0,1,2,0,2
W35002205,371,310,16,33,5,3,25,0,3,0,0,9
W35002206,327,305,2,15,4,0,11,0,2,0,0,3
W35002207,335,307,7,16,4,1,11,0,1,0,0,4
W35002208,343,304,10,25,3,2,19,1,4,0,0,0
W35002209,280,250,11,14,2,1,11,0,1,0,0,4
W35002210,276,245,6,20,0,3,17,0,0,1,0,4
W35002211,355,324,5,17,2,3,12,0,5,1,0,3
W35002212,709,638,12,44,4,6,33,1,6,1,1,7
W35002213,602,451,23,109,16,11,82,0,14,2,3,0
W35002214,262,213,10,34,3,3,28,0,5,0,0,0
W35002215,396,336,11,41,2,2,37,0,7,0,0,1
W35002216,485,432,17,31,2,7,22,0,3,2,0,0
W35002217,364,308,13,33,2,2,29,0,8,1,1,0
W35002218,449,384,15,38,5,1,32,0,10,0,0,2
W35002219,320,277,10,28,4,5,19,0,4,0,1,0
W35002220,282,243,11,21,2,1,18,0,4,0,1,2
W35002221,457,399,10,45,6,5,34,0,3,0,0,0
W35002222,681,586,26,60,8,4,48,0,3,5,0,1
W35002223,687,602,18,56,6,6,43,1,10,1,0,0
W35002224,326,278,18,26,4,2,20,0,4,0,0,0
W35002225,341,267,13,51,0,1,50,0,8,0,1,1
W35002226,514,410,26,59,7,6,46,0,11,4,0,4
W35002227,243,204,12,18,3,3,12,0,7,2,0,0
W35002228,388,312,12,54,2,1,51,0,7,1,0,2
W35002229,589,493,24,42,6,1,35,0,8,1,1,20
W35002230,380,317,19,34,5,2,27,0,3,5,0,2
W35002231,702,596,25,63,4,11,48,0,11,3,1,3
W35002232,636,522,24,53,10,6,37,0,5,4,0,28
W35002233,384,309,22,42,2,4,36,0,7,2,0,2
W35002234,553,464,20,42,3,4,35,0,14,3,0,10
W35002235,647,560,22,38,2,2,33,1,11,1,2,13
W35002236,301,249,14,31,4,4,23,0,4,0,0,3
W35002237,255,199,17,31,5,4,21,1,8,0,0,0
W35002238,323,295,12,12,2,1,9,0,1,0,1,2
W35002239,405,366,12,19,4,1,14,0,6,0,0,2
W35002240,1881,1744,30,76,11,6,57,2,11,2,0,18
W35002241,433,385,14,23,3,3,17,0,2,2,1,6
W35002242,307,286,9,11,2,1,8,0,1,0,0,0
W35002243,583,526,19,28,6,3,19,0,5,0,3,2
W35002244,479,439,10,21,4,3,14,0,4,0,0,5
W35002245,283,249,13,15,3,1,11,0,3,0,2,1
W35002246,2016,1867,32,79,13,7,59,0,10,0,1,27
W35002247,244,221,4,15,3,0,11,1,2,1,0,1
W35002248,286,240,8,26,1,1,24,0,1,1,0,10
W35002249,960,855,9,42,7,2,31,2,10,1,1,42
W35002250,246,209,8,27,5,2,19,1,2,0,0,0
W35002251,348,314,7,20,2,2,16,0,2,0,0,5
W35002252,482,455,6,15,2,3,10,0,3,0,2,1
W35002253,696,614,17,41,8,2,30,1,8,4,0,12
W35002254,382,330,17,26,6,3,16,1,3,2,2,2
W35002255,804,717,29,51,10,6,34,1,4,0,0,3
W35002256,355,331,9,9,0,0,9,0,1,0,1,4
W35002257,372,311,14,38,9,2,27,0,6,0,0,3
W35002258,638,560,18,44,2,5,37,0,9,3,3,1
W35002259,228,201,6,17,3,1,13,0,2,1,0,1
W35002260,580,536,14,21,4,2,13,2,3,2,1,3
W35002261,435,383,7,28,3,0,25,0,2,0,0,15
W35002262,286,268,4,12,5,3,4,0,0,0,0,2
W35002263,335,310,6,5,1,1,3,0,7,1,0,6
W35002264,260,236,4,15,1,1,13,0,2,1,0,2
W35002265,503,463,12,19,5,2,12,0,1,1,0,7
W35002266,305,278,4,16,2,5,9,0,2,0,2,3
W35002267,585,519,13,45,4,7,34,0,4,0,1,3
W35002268,523,475,11,27,3,1,23,0,6,2,1,1
W35002269,286,264,4,15,2,2,11,0,3,0,0,0
W35002270,819,764,21,19,4,3,12,0,1,0,2,12
W35002271,363,331,14,8,1,1,6,0,2,1,2,5
W35002272,301,276,6,17,3,0,14,0,1,1,0,0
W35002273,316,292,10,13,1,2,10,0,1,0,0,0
W35002274,291,269,12,6,1,1,4,0,2,0,1,1
W35002275,312,282,5,23,6,2,15,0,1,1,0,0
W35002276,654,610,9,25,4,1,17,3,2,1,0,7
W35002277,348,323,8,11,5,1,5,0,5,0,0,1
W35002278,268,239,7,20,1,1,18,0,1,0,0,1
W35002279,303,247,8,38,1,0,37,0,5,4,0,1
W35002280,427,388,16,20,3,1,16,0,3,0,0,0
W35002281,465,423,4,31,5,2,23,1,6,0,0,1
W35002282,258,235,3,12,1,1,10,0,4,1,1,2
W35002283,418,309,12,93,1,1,91,0,4,0,0,0
W35002284,547,514,11,14,5,2,7,0,3,3,1,1
W35002285,302,275,6,12,3,0,9,0,0,0,0,9
W35002286,443,389,12,33,8,2,23,0,3,1,1,4
W35002287,486,424,7,48,6,2,39,1,3,0,0,4
W35002288,311,272,8,26,5,1,20,0,2,1,1,1
W35002289,745,696,13,26,8,4,13,1,4,0,0,6
W35002290,388,345,7,31,7,3,21,0,2,0,1,2
W35002291,226,206,4,11,0,0,11,0,1,2,0,2
W35002292,382,365,3,12,4,2,6,0,1,0,0,1
W35002293,324,296,6,22,3,2,17,0,0,0,0,0
W35002294,1097,1027,16,30,3,6,21,0,6,4,0,14
W35002295,942,882,10,25,4,1,20,0,9,0,1,15
W35002296,304,281,6,13,2,1,10,0,1,3,0,0
W35002297,578,525,11,21,5,1,15,0,1,3,0,17
W35002298,605,562,10,24,4,4,14,2,1,0,0,8
W35002299,294,266,6,16,4,2,10,0,2,1,1,2
W35002300,399,362,7,19,2,2,15,0,1,3,0,7
W35002301,516,480,7,23,4,4,15,0,1,1,0,4
W35002302,271,248,4,16,0,2,14,0,0,1,0,2
W35002303,227,202,3,19,2,2,15,0,1,0,0,2
W35002304,227,204,4,16,2,0,14,0,1,1,0,1
W35002305,426,374,12,27,2,1,24,0,7,1,1,4
W35002306,313,276,6,27,6,4,16,1,3,0,0,1
W35002307,365,335,5,21,2,5,14,0,2,0,0,2
W35002308,820,769,12,13,4,2,7,0,6,1,1,18
W35002309,369,301,11,44,6,3,33,2,7,0,4,2
W35002310,336,293,8,31,4,2,25,0,1,1,1,1
W35002311,577,513,13,41,7,6,28,0,5,2,1,2
W35002312,383,346,10,21,5,2,14,0,1,0,0,5
W35002313,708,647,19,37,9,7,21,0,2,1,0,2
W35002314,312,286,3,18,4,2,12,0,3,1,0,1
W35002315,726,660,14,39,8,7,24,0,4,0,0,9
W35002316,604,545,13,21,3,2,16,0,3,0,0,22
W35002317,251,228,7,9,2,1,6,0,2,0,0,5
W35002318,286,252,9,11,2,2,7,0,1,0,0,13
W35002319,320,291,4,11,1,1,9,0,2,3,0,9
W35002320,593,536,17,17,3,1,12,1,6,2,1,14
W35002321,2235,2008,51,95,12,8,72,3,25,4,2,50
W35002322,534,456,15,28,3,2,23,0,4,4,1,26
W35002323,259,232,8,13,1,1,11,0,3,0,0,3
W35002324,473,413,16,31,7,4,20,0,6,2,0,5
W35002325,311,270,8,19,2,2,15,0,2,2,0,10
W35002326,325,289,10,16,0,2,14,0,3,0,1,6
W35002327,282,254,4,18,5,1,12,0,2,0,2,2
W35002328,332,266,10,47,5,5,37,0,0,3,0,6
W35002329,355,310,11,22,2,1,19,0,9,0,0,3
W35002330,552,525,11,14,3,1,10,0,1,0,0,1
W35002331,708,622,18,39,5,6,28,0,6,3,1,19
W35002332,253,227,5,15,2,0,13,0,3,1,0,2
W35002333,283,240,7,21,2,2,17,0,6,2,1,6
W35002334,254,238,3,10,5,0,5,0,3,0,0,0
W35002335,355,266,1,9,4,0,5,0,7,1,0,71
W35002336,339,293,4,15,3,0,12,0,2,0,0,25
W35002337,321,277,8,12,6,1,5,0,1,0,1,22
W35002338,279,237,4,7,0,0,7,0,2,0,0,29
W35002339,334,262,3,14,1,3,10,0,3,0,0,52
W35002340,755,521,19,42,6,7,29,0,8,0,0,165
W35002341,444,356,12,7,1,1,5,0,3,1,0,65
W35002342,395,335,12,27,6,1,19,1,6,0,0,15
W35002343,247,220,9,8,2,1,5,0,0,2,2,6
W35002344,328,272,2,13,4,1,8,0,0,0,0,41
W35002345,253,218,7,15,1,5,9,0,2,0,0,11
W35002346,261,234,3,8,1,1,6,0,1,1,0,14
W35002347,604,525,20,27,3,2,21,1,4,3,1,24
W35002348,303,264,7,15,5,4,6,0,1,1,0,15
W35002349,371,333,9,12,2,1,8,1,4,0,0,13
W35002350,276,224,7,24,5,3,14,2,1,1,0,19
W35002351,601,562,5,23,4,2,17,0,3,4,1,3
W35002352,304,273,3,24,3,3,18,0,3,0,0,1
W35002353,382,341,7,22,4,3,15,0,3,0,0,9
W35002354,417,368,7,28,1,0,27,0,2,1,2,9
W35002355,448,402,10,20,4,3,13,0,8,0,0,8
W35002356,235,211,4,12,2,0,10,0,2,0,0,6
W35002357,268,243,4,13,0,1,12,0,5,0,0,3
W35002358,257,223,5,9,1,1,7,0,3,0,0,17
W35002359,474,380,9,18,2,0,16,0,1,3,0,63
W35002360,414,336,9,22,3,3,16,0,3,0,0,44
W35002361,287,223,10,8,0,0,8,0,1,2,0,43
W35002362,415,378,7,13,3,0,10,0,0,0,0,17
W35002363,268,207,4,14,4,0,10,0,1,0,0,42
W35002364,239,205,3,8,0,0,8,0,0,0,0,23
W35002365,290,236,5,12,1,1,10,0,2,1,0,34
W35002366,589,498,6,9,1,1,7,0,1,1,2,72
W35002367,279,232,6,18,2,4,12,0,4,0,1,18
W35002368,331,241,4,7,0,0,7,0,3,0,0,76
W35002369,459,378,7,23,6,2,15,0,4,0,0,47
W35002370,460,321,12,13,2,1,10,0,1,0,1,112
W35002371,310,273,4,21,4,1,16,0,1,2,0,9
W35002372,399,335,10,17,5,2,10,0,0,0,0,37
W35002373,663,489,8,40,7,3,30,0,4,2,0,120
W35002374,362,317,7,28,6,5,17,0,2,0,0,8
W35002375,341,319,2,9,1,2,6,0,3,1,0,7
W35002376,295,276,5,8,3,0,4,1,0,1,0,5
W35002377,542,483,9,35,2,3,30,0,1,0,0,14
W35002378,579,478,14,44,5,8,31,0,7,0,1,35
W35002379,313,221,3,16,2,0,14,0,2,1,0,70
W35002380,483,411,13,17,4,1,12,0,2,1,0,39
W35002381,255,214,10,14,1,1,12,0,2,1,0,14
W35002382,329,297,7,19,4,1,14,0,2,1,1,2
W35002383,720,651,11,16,1,1,14,0,5,1,0,36
W35002384,396,323,17,26,2,2,21,1,3,1,1,25
W35002385,291,260,5,15,6,3,6,0,2,0,0,9
W35002386,298,269,11,9,1,1,7,0,1,3,0,5
W35002387,830,696,22,71,15,4,51,1,9,1,1,30
W35002388,360,339,2,13,1,0,12,0,2,1,0,3
W35002389,337,309,6,17,2,1,14,0,1,0,0,4
W35002390,550,498,11,17,2,3,12,0,6,0,0,18
W35002391,641,544,13,63,7,6,50,0,6,4,0,11
W35002392,252,231,7,9,2,0,7,0,3,0,0,2
W35002393,301,275,6,18,5,6,7,0,1,1,0,0
W35002394,322,305,3,8,1,0,7,0,1,1,0,4
