GeographyCode,WP702EW0001,WP702EW0002,WP702EW0003,WP702EW0004,WP702EW0005,WP702EW0006,WP702EW0007,WP702EW0008,WP702EW0009,WP702EW0010,WP702EW0011,WP702EW0012,WP702EW0013
E02000762,978,113,115,101,55,14,7,4,3,247,319,3189.4,7.741262136
E02000763,2025,298,442,363,153,59,30,23,23,283,351,12426.2,8.933285406
E02000764,3631,474,734,593,339,127,61,66,57,591,589,28989.1,11.82745818
E02000765,1471,277,341,194,97,23,14,7,8,238,272,6466.4,6.728824142
E02000767,2568,519,569,415,208,86,49,21,55,264,382,22360.5,11.63397503
E02000768,963,84,157,81,59,13,9,6,6,278,270,3845.6,9.266506024
E02000769,2773,427,399,396,187,103,86,47,35,468,625,18819.7,11.20220238
E02000770,1439,179,205,194,98,55,59,41,11,254,343,10015.8,11.89524941
E02000772,5243,978,1466,1206,585,204,98,70,51,251,334,39661.2,8.514641477
E02000773,2308,350,452,346,247,71,63,32,28,305,414,16307.5,10.26274386
E02000774,1345,250,223,137,46,28,14,10,12,233,392,5629.7,7.819027778
E02000776,1935,321,425,308,150,85,46,27,41,226,306,15867.3,11.30955096
E02000777,878,64,72,48,40,10,4,5,6,306,323,2819.6,11.32369478
E02000779,3073,622,816,531,246,58,50,29,22,257,442,17818.8,7.505812974
E02000780,8318,1392,2305,1642,841,317,219,167,161,459,815,74664.4,10.59971607
E02000781,2500,424,334,315,133,36,22,17,8,520,691,9170.3,7.114274631
E02000782,2957,472,776,521,276,102,63,39,37,243,428,20931.8,9.156517935
E02000783,1009,177,147,108,46,8,6,2,3,200,312,2966.6,5.969014085
E02000784,3114,385,459,443,348,62,27,39,64,939,348,22993.9,12.58560482
E02000785,4679,580,709,1015,717,146,64,63,128,861,396,47232,13.8024547
E02000786,3787,419,365,586,709,179,94,58,88,859,430,38328,15.34347478
E02000787,3706,307,418,669,619,178,92,103,173,736,411,54809.1,21.41817116
E02000788,3034,517,385,550,324,54,41,20,47,722,374,19685.2,10.15748194
E02000789,2321,280,379,475,245,62,35,36,55,535,219,20165.4,12.86879387
E02000790,2069,274,338,301,267,64,21,24,41,509,230,15973.4,12.01007519
E02000791,9243,817,1932,2492,1939,476,239,196,316,652,184,127566.5,15.17384323
E02000792,2036,194,333,274,172,49,17,25,22,620,330,11689.2,10.76353591
E02000793,1906,460,273,158,84,35,20,8,43,458,367,13833.9,12.7973173
E02000794,2835,431,613,460,317,128,74,39,113,428,232,36785.3,16.91278161
E02000795,2038,281,312,317,167,55,11,9,32,635,219,12498.7,10.55633446
E02000796,1842,391,228,131,102,32,10,8,11,416,513,7078.8,7.753340635
E02000797,7572,1088,1892,1523,1217,453,219,124,198,546,312,85933.6,12.79916592
E02000798,2507,443,396,262,112,28,19,18,19,715,495,10164.4,7.836854279
E02000799,2306,424,441,316,209,90,36,16,38,474,262,16069.2,10.23515924
E02000800,851,83,78,46,34,14,1,0,9,345,241,2621.7,9.893207547
E02000801,4086,524,874,824,591,216,108,62,114,517,256,43403.1,13.10084516
E02000802,2612,358,501,406,307,107,63,40,85,477,268,27353.8,14.65120514
E02000803,2520,570,488,339,202,39,13,10,22,456,381,12273.3,7.292513369
E02000804,5790,993,1388,1130,824,284,138,102,157,502,272,59412.8,11.8446571
E02000805,3185,415,574,496,333,96,48,29,77,709,408,27749.4,13.41847195
E02000806,4348,575,827,739,499,218,88,57,160,759,426,47759,15.09927284
E02000807,1786,212,164,180,214,69,32,40,76,375,424,19666.5,19.92553191
E02000808,55705,1904,5815,14067,16509,4752,2597,4430,4808,451,372,1343666.5,24.48282679
E02000809,34969,1902,4466,9640,9301,2531,1424,2276,2320,604,505,721874.2,21.3193798
E02000810,2694,429,372,444,475,103,47,66,71,311,376,27982.2,13.94230194
E02000812,6676,582,832,1490,1685,387,198,321,360,381,440,114472.9,19.55130658
E02000813,2963,578,498,542,407,79,29,39,51,335,405,23097,10.3900135
E02000814,2308,285,226,310,342,79,38,92,89,417,430,26050,17.83025325
E02000815,3742,293,482,668,893,256,129,218,198,290,315,70663,22.52566146
E02000816,3000,364,387,452,512,133,57,78,198,327,492,61592.9,28.24066942
E02000817,2262,267,291,451,468,110,29,74,61,212,299,26141.1,14.92924043
E02000818,2379,446,425,362,346,48,15,32,48,280,377,18982.6,11.02357724
E02000819,2320,295,308,340,454,106,40,70,43,250,414,22107.3,13.34981884
E02000820,2735,295,311,431,500,158,58,147,95,301,439,34795.4,17.44130326
E02000821,2342,480,374,390,290,46,19,21,17,256,449,13055.5,7.975259621
E02000822,1649,272,185,207,218,33,11,14,17,236,456,9979.5,10.42789969
E02000823,2091,359,279,307,273,49,17,24,27,294,462,14001.2,10.48779026
E02000824,3597,528,671,684,603,124,48,61,75,314,489,33609.3,12.02909807
E02000825,1620,242,232,238,137,17,7,16,6,245,480,6565.4,7.335642458
E02000826,2313,319,330,358,237,42,28,36,183,308,472,42749.1,27.88590998
E02000827,4036,726,755,760,631,98,31,49,60,358,568,31451.1,10.11289389
E02000828,2829,585,549,475,336,78,23,40,32,286,425,19884.8,9.388479698
E02000829,1858,200,206,174,215,21,8,12,22,383,617,9460.7,11.02645688
E02000830,5180,764,1139,1055,835,121,57,92,140,510,467,52074.7,12.38988818
E02000831,2887,478,496,449,322,61,17,25,35,485,519,17404.5,9.242963356
E02000832,1888,296,265,191,141,28,3,24,24,362,554,9648.6,9.92654321
E02000833,1582,290,282,142,98,5,1,18,10,349,387,5952.4,7.035933806
E02000834,2430,359,448,300,219,33,14,24,30,540,463,14314.2,10.03097407
E02000835,1157,136,151,80,42,11,1,4,9,350,373,3637.5,8.381336406
E02000836,2481,458,530,312,235,32,13,11,40,510,340,14772.4,9.057265481
E02000837,2663,432,548,360,219,30,12,19,21,652,370,12700.2,7.739305302
E02000838,1660,198,238,129,56,9,0,3,8,526,493,4040.1,6.302808112
E02000839,2386,400,518,408,182,44,10,13,37,477,297,14817.7,9.192121588
E02000840,1304,163,247,140,77,21,6,6,8,195,441,4934.7,7.387275449
E02000841,4901,1139,1455,911,404,90,47,29,51,291,484,28443.4,6.893698497
E02000842,2873,547,706,469,189,64,27,38,84,310,439,25365.3,11.94223164
E02000843,2643,564,605,447,189,71,21,17,36,252,441,15877.6,8.142358974
E02000844,1676,315,356,176,62,14,3,3,7,284,456,4669.7,4.988995726
E02000845,2169,510,389,176,84,53,8,6,16,396,531,8119.8,6.537681159
E02000846,1540,265,236,149,72,15,4,2,111,310,376,23019.1,26.95444965
E02000847,2609,554,571,323,146,50,18,23,27,418,479,12251.7,7.156366822
E02000848,2449,637,511,275,118,50,9,21,36,354,438,13322.2,8.03995172
E02000849,1593,279,283,191,62,6,3,5,73,327,364,17670.9,19.59079823
E02000850,7335,779,2013,1604,848,333,135,210,423,438,552,121219.8,19.10477541
E02000851,11488,2445,3111,2193,1153,577,253,230,717,315,494,204952.1,19.19206855
E02000852,1948,249,222,173,161,64,20,47,212,341,459,47125.7,41.05026132
E02000853,1694,254,292,139,98,27,9,14,60,340,461,15547.4,17.41030235
E02000854,2570,596,481,439,174,49,12,24,25,416,354,12313,6.840555556
E02000855,2912,503,665,360,273,92,40,42,71,455,411,26270.1,12.83973607
E02000856,3883,919,769,685,288,160,56,66,89,430,421,31247.8,10.30600264
E02000857,2502,535,569,343,166,45,11,8,34,392,399,14024.6,8.19672706
E02000858,1877,359,424,315,107,37,20,17,21,258,319,10727.2,8.251692308
E02000859,2019,392,432,290,88,31,10,7,10,385,374,8215.2,6.52
E02000860,3764,516,732,692,645,202,76,99,105,333,364,43217.9,14.09126182
E02000861,3204,463,754,529,383,102,41,36,49,518,329,24573.4,10.42571065
E02000863,1617,175,320,219,100,22,10,12,14,435,310,8069.5,9.254013761
E02000864,2510,349,471,406,442,112,53,70,75,230,302,29356.2,14.8413549
E02000865,2974,535,499,581,507,118,42,53,63,283,293,27440.3,11.44299416
E02000866,2113,311,236,312,247,66,24,37,39,391,450,16245.8,12.77185535
E02000867,3520,447,627,694,553,173,58,88,102,339,439,41464,15.1218089
E02000868,2517,416,382,458,417,91,26,27,37,308,355,20307.9,10.95355987
E02000869,1828,343,313,269,222,48,9,35,31,289,269,12894.5,10.15314961
E02000870,2395,424,292,453,381,120,45,94,94,246,246,29764.9,15.64104046
E02000871,2301,349,414,350,322,118,79,63,54,242,310,25057.1,14.32652945
E02000872,2643,399,486,465,385,59,30,36,43,367,373,20293,10.66368891
E02000873,5415,871,705,1289,1206,306,107,153,266,221,291,75755.8,15.45090761
E02000874,1306,229,200,191,149,26,11,16,14,225,245,7495.7,8.966148325
E02000875,2964,304,418,437,684,177,96,174,74,243,357,39230.4,16.59492386
E02000876,3304,535,537,800,660,94,27,47,56,266,282,29587.6,10.73570392
E02000877,2702,447,319,478,482,131,67,85,95,267,331,36116,17.16539924
E02000878,23569,1809,3592,5747,5641,1757,1028,1710,1424,468,393,459167.8,20.22053021
E02000879,1614,331,198,260,187,36,15,21,27,217,322,12510.3,11.63748837
E02000880,3700,561,572,812,895,187,63,78,122,176,234,49098.5,14.92355623
E02000881,1549,219,204,248,208,59,33,41,35,223,279,14370.1,13.72502388
E02000882,1921,466,285,283,258,48,19,26,21,196,319,12155.7,8.645590327
E02000883,1723,341,316,262,207,39,26,23,15,176,318,11130.2,9.05630594
E02000884,14738,994,1464,2821,4156,1328,795,1504,1002,347,327,329198.8,23.40719568
E02000885,2027,373,345,416,360,60,22,16,17,174,244,14121.4,8.776507147
E02000886,1629,244,206,211,246,46,22,35,40,259,320,17530.1,16.69533333
E02000887,3166,295,428,521,621,187,129,220,117,227,421,47243.2,18.76219222
E02000888,1756,289,250,262,275,51,9,31,24,295,270,12448.2,10.45188917
E02000889,7920,428,927,1819,2030,646,369,602,594,251,254,171911.9,23.18434255
E02000890,7012,384,707,1504,1812,586,304,605,528,367,215,155885.3,24.24343701
E02000891,14585,1038,2107,3027,3673,1286,561,1025,809,530,529,275448.3,20.36435753
E02000893,1218,174,155,164,103,17,15,16,19,239,316,7082.7,10.68280543
E02000894,1415,138,112,106,104,22,11,12,15,455,440,5819.1,11.19057692
E02000895,1789,266,217,229,162,39,27,19,12,367,451,9161.7,9.435324408
E02000896,2747,486,444,426,294,81,36,36,34,446,464,19306.9,10.51001633
E02000897,1690,201,193,193,156,105,30,20,68,268,456,23754,24.59006211
E02000898,1445,219,146,169,105,31,13,6,17,323,416,6462.6,9.153824363
E02000899,2363,510,384,369,174,62,19,19,18,290,518,11645.2,7.488874598
E02000900,2630,441,539,388,255,99,69,72,41,289,437,21871.1,11.48692227
E02000901,3570,550,502,495,380,180,86,74,326,444,533,72016.6,27.77346703
E02000902,1339,218,150,85,67,24,13,5,12,273,492,5583.6,9.727526132
E02000903,1818,249,283,240,129,49,27,22,21,250,548,10375.2,10.17176471
E02000904,2780,501,619,419,206,74,14,28,23,305,591,14958.8,7.939915074
E02000905,3457,616,734,586,288,77,28,30,38,353,707,20704.1,8.637505215
E02000906,1965,250,197,176,143,72,32,54,47,318,676,15249.5,15.70494336
E02000907,2788,458,531,439,228,90,54,57,39,364,528,19553.2,10.3128692
E02000908,4521,468,912,791,585,208,88,107,93,363,906,43034.1,13.23311808
E02000909,2504,401,424,371,202,66,28,34,32,372,574,16089.4,10.32695764
E02000910,3305,667,506,471,236,66,30,38,46,427,818,20330.9,9.869368932
E02000911,4475,946,817,748,458,155,43,41,65,379,823,31010.5,9.474641002
E02000912,1791,195,198,153,124,82,27,33,61,281,637,17858.5,20.45647194
E02000913,5717,1083,1385,1305,620,214,73,110,60,308,559,43133.1,8.89342268
E02000914,3168,636,485,511,223,87,30,32,33,277,854,18155.7,8.912960236
E02000915,2159,317,358,312,130,35,19,15,23,327,623,11766.2,9.732175352
E02000916,4933,613,1037,1082,693,208,110,145,86,285,674,49914.7,12.56031706
E02000917,2053,259,184,228,165,58,38,35,16,284,786,10863.1,11.05096643
E02000918,3543,569,663,629,306,124,56,57,54,371,714,25634.7,10.42908869
E02000919,1633,177,124,115,53,12,6,6,8,293,839,3851.7,7.688023952
E02000920,4481,610,843,794,587,246,118,134,140,266,743,51895.4,14.9468318
E02000921,2350,288,261,310,156,66,14,13,10,295,937,10101.6,9.035420394
E02000922,2207,239,175,182,133,28,21,25,20,375,1009,9945.2,12.08408262
E02000923,4184,517,742,870,706,104,75,90,146,587,347,46198.1,14.2148
E02000924,11109,867,1696,2628,3068,649,247,447,412,486,609,168208,16.7972838
E02000925,1618,206,215,242,189,28,9,8,28,342,351,9830.3,10.62735135
E02000926,4493,469,771,744,842,172,70,139,240,608,438,66742.4,19.36246011
E02000927,1796,254,273,280,286,50,16,18,44,306,269,15816.7,12.95389025
E02000928,2429,361,340,393,224,50,28,28,66,637,302,19521.3,13.10154362
E02000929,919,96,77,95,72,12,8,6,15,226,312,5479.5,14.38188976
E02000930,4735,681,916,931,799,146,61,106,162,524,409,51435.7,13.52859022
E02000931,1623,186,270,165,116,25,10,7,32,543,269,9146,11.27743527
E02000932,10537,1348,2105,2561,2152,421,184,211,334,741,480,125256.1,13.44526621
E02000933,2927,310,377,559,414,113,49,62,119,575,349,36324.7,18.13514728
E02000934,6237,702,1367,1464,1197,223,89,126,199,513,357,73620,13.71716042
E02000935,3135,396,441,840,496,123,52,61,149,218,359,43409.2,16.96997654
E02000936,2236,242,291,386,341,69,23,25,49,468,342,19374.5,13.58660589
E02000937,1938,318,313,216,165,35,16,31,48,548,248,14110.2,12.35569177
E02000938,2186,272,204,437,294,71,17,16,24,411,440,14187.4,10.62726592
E02000939,1810,230,358,224,134,18,8,5,22,544,267,8562.5,8.571071071
E02000940,4561,572,1122,1144,715,99,27,41,113,364,364,46377.6,12.09955648
E02000941,2498,298,414,422,226,40,15,25,41,618,399,15576,10.5172181
E02000942,2052,308,175,280,157,31,18,13,32,648,390,12674.7,12.49970414
E02000943,3481,492,899,616,461,89,23,29,59,521,292,26217.9,9.8267991
E02000944,1643,163,170,371,174,33,17,16,23,306,370,11228.8,11.61199586
E02000945,2037,214,257,455,211,56,19,13,40,291,481,14844.1,11.7344664
E02000946,2968,383,578,529,440,102,54,49,55,387,391,25601.5,11.69018265
E02000947,2644,377,400,461,330,58,36,37,42,535,368,18910.2,10.86168868
E02000948,1494,132,167,113,113,30,6,6,19,478,430,6275.5,10.70904437
E02000949,5093,637,1145,1215,703,141,48,69,95,670,370,42747.3,10.54707624
E02000950,1570,182,157,198,118,34,8,9,10,446,408,6506.8,9.087709497
E02000951,1499,214,272,224,101,19,6,6,22,370,265,7315.4,8.466898148
E02000952,1247,134,193,171,103,24,9,7,17,310,279,7133.3,10.84088146
E02000953,2070,182,385,399,283,66,43,43,62,329,278,21472.8,14.67723855
E02000954,1387,278,248,137,76,11,3,3,6,329,296,4609.2,6.048818898
E02000955,1264,238,184,181,76,22,5,2,14,255,287,6172.3,8.548891967
E02000956,9869,1980,2501,2561,1302,406,117,124,190,295,393,89334.6,9.730377954
E02000957,3754,766,648,717,349,72,19,21,32,452,678,20858.1,7.948971037
E02000958,1547,242,185,139,46,10,2,1,12,440,470,4800.9,7.536734694
E02000959,1334,161,135,103,86,13,6,2,16,313,499,4922.8,9.430651341
E02000960,4146,574,652,879,840,157,80,69,161,545,189,53166.9,15.58232708
E02000961,2230,295,257,332,291,59,19,14,15,654,294,12750.5,9.945787832
E02000962,2943,257,348,593,618,128,55,79,102,512,251,39147.8,17.95770642
E02000963,1581,224,141,180,168,36,12,18,33,381,388,11766.5,14.49076355
E02000964,2346,337,241,313,275,38,8,22,26,588,498,12679.6,10.0631746
E02000965,2269,310,183,315,329,66,34,33,46,588,365,18991.4,14.43115502
E02000966,2503,341,249,343,317,35,10,22,92,717,377,23625.5,16.76756565
E02000967,14347,1207,2121,3213,3748,1066,506,764,928,550,244,272181.8,20.08277134
E02000968,5745,528,725,1253,1380,343,134,231,314,408,429,97386.1,19.84231866
E02000969,3434,529,493,715,733,131,63,68,119,288,295,40731.6,14.28677657
E02000970,49759,1918,7392,13561,14482,3481,1870,2534,3178,1064,279,990986.7,20.46816548
E02000971,15673,904,1980,3922,4534,1059,526,754,1015,685,294,321062.4,21.84989792
E02000972,130851,3039,18626,42561,36882,8297,4475,6696,8960,937,378,2703067.9,20.86731025
E02000973,3721,499,477,637,568,115,58,59,136,795,377,42815,16.79678305
E02000974,17261,1092,2340,3885,4616,1296,657,939,1384,741,311,402018.8,24.80219631
E02000975,11652,934,1175,2369,2868,827,577,813,1086,657,346,266216.5,24.9992018
E02000976,6041,660,820,1238,1540,262,85,119,225,725,367,79121.3,15.98733077
E02000977,154611,4490,21559,44359,41997,10861,6556,9824,13745,942,278,3632100.1,23.6787041
E02000978,24762,1653,4614,5982,6246,1290,757,1187,1650,1172,211,471600,20.17194919
E02000979,86983,2558,8287,20242,26370,7717,4332,7326,9303,620,228,2423589.8,28.13710803
E02000980,10911,529,1213,2982,3068,637,316,561,848,449,308,230592.2,22.7094938
E02000981,4416,372,516,888,1020,193,86,157,209,633,342,64976.6,18.88305725
E02000982,19410,765,2693,4733,5491,1365,753,1257,1629,446,278,433642.7,23.20682329
E02000983,2144,249,205,378,348,65,44,39,74,445,297,24475.4,17.4574893
E02000984,1841,287,239,263,153,64,18,11,20,516,270,11465.8,10.86805687
E02000985,2255,546,445,309,225,60,22,12,12,376,248,11395.6,6.986879215
E02000986,1433,353,148,130,86,23,3,4,3,389,294,4243.6,5.658133333
E02000987,2325,624,255,600,260,53,22,6,15,259,231,13615.7,7.42
E02000988,3441,914,801,512,392,168,36,27,67,260,264,29606.2,10.1495372
E02000989,1250,222,139,74,66,19,8,7,5,416,294,3641.3,6.743148148
E02000990,7989,1007,1229,2755,1318,604,185,122,183,325,261,101404.7,13.69778468
E02000991,1503,353,249,188,97,33,4,1,5,302,271,5841.3,6.280967742
E02000992,1597,227,215,312,260,66,31,14,20,249,203,13025.2,11.37572052
E02000993,3006,612,923,580,375,98,14,12,28,160,204,20772.7,7.862490537
E02000994,1821,483,452,308,129,58,13,6,10,186,176,10237.9,7.017066484
E02000995,1205,201,166,160,61,12,5,4,11,347,238,4642.9,7.488548387
E02000996,1696,440,396,236,151,51,10,10,15,186,201,9756.8,7.453628724
E02000997,6702,358,1359,2420,1193,482,223,133,111,267,156,78558.7,12.51133939
E02000998,3633,863,932,640,432,150,46,34,39,212,285,26678.4,8.507142857
E02000999,18076,2946,6930,3885,2522,923,222,174,138,147,189,149591.3,8.432429538
E02001000,2221,457,692,247,138,40,10,7,22,298,310,11627.8,7.208803472
E02001001,1758,456,314,241,90,53,9,6,11,354,224,8868.3,7.515508475
E02001002,1966,369,412,242,181,57,19,14,13,297,362,10088.3,7.718668707
E02001003,1722,225,236,283,170,102,42,26,28,413,197,13882.1,12.48390288
E02001004,3443,839,1017,560,355,171,46,42,39,199,175,24545.9,7.998012382
E02001005,10577,1550,4046,2234,1482,503,128,94,90,210,240,84499.6,8.34399131
E02001006,2489,715,651,384,172,101,18,15,12,226,195,13342.8,6.452030948
E02001007,1818,476,257,218,113,41,3,2,11,339,358,7586.1,6.767261374
E02001008,1034,257,206,117,46,13,2,1,6,197,189,3965.6,6.119753086
E02001009,1934,334,430,330,213,116,32,16,38,234,191,16206.4,10.7398277
E02001010,2088,426,521,411,222,100,22,15,9,152,210,13046,7.558516802
E02001011,1931,360,210,280,137,53,9,5,14,497,366,9058.9,8.482116105
E02001012,5859,885,1595,1562,894,296,73,30,27,263,234,45251.4,8.439276389
E02001013,1152,164,237,139,40,33,5,6,5,320,203,4559.8,7.249284579
E02001014,5547,871,985,1552,723,363,121,84,260,315,273,93932.7,18.94186328
E02001015,4062,1100,917,932,376,122,38,38,60,215,264,31949,8.916829473
E02001016,1025,208,165,161,81,18,1,0,10,151,230,4347.9,6.751397516
E02001017,3364,567,558,654,423,150,56,72,80,409,395,36815.7,14.38113281
E02001018,1183,149,107,130,63,22,5,3,8,400,296,4338.5,8.90862423
E02001019,3148,639,402,714,486,66,15,18,33,464,311,22313.3,9.402991993
E02001020,1143,237,180,124,74,17,7,4,8,338,154,4593.6,7.056221198
E02001021,2368,377,515,338,224,42,21,8,38,501,304,16461.7,10.53211772
E02001022,1791,296,381,319,177,44,15,3,13,318,225,10893.3,8.728605769
E02001023,1390,227,217,188,155,71,19,29,40,265,179,12942.8,13.68160677
E02001024,1415,283,238,126,75,26,5,2,8,382,270,5706.1,7.478505898
E02001025,5335,764,1280,1417,945,253,85,47,91,225,228,54987.1,11.26323228
E02001026,12252,2197,2870,2482,1599,436,178,1108,887,206,289,204309.8,17.3777154
E02001027,3020,664,768,480,375,155,36,40,37,245,220,23561.8,9.22183953
E02001028,1143,224,175,97,34,5,1,1,5,377,224,2795,5.156826568
E02001029,7076,1126,2268,1652,1089,328,74,57,54,207,221,56106.8,8.439651023
E02001030,1596,275,358,260,117,29,12,23,18,283,221,10255.8,9.391758242
E02001031,6178,679,1777,1345,1089,390,140,106,204,216,232,87025.7,15.18773124
E02001032,1091,218,164,98,85,20,6,7,5,242,246,4340.5,7.198175788
E02001033,1878,342,516,360,240,61,22,14,18,157,148,14044.3,8.928353465
E02001034,3068,724,706,625,398,90,29,36,48,197,215,24599.8,9.261972892
E02001035,1392,256,197,153,92,20,13,6,2,358,295,4766.1,6.449391069
E02001036,1657,429,324,190,120,41,6,15,10,288,234,7852.4,6.918414097
E02001037,1935,397,342,269,144,49,19,14,12,459,230,9102,7.304975923
E02001038,2706,646,527,529,420,79,35,36,18,217,199,19746.7,8.6230131
E02001039,1112,223,136,131,68,20,5,2,6,199,322,4132.2,6.991878173
