GeographyCode,WP201EW0001,WP201EW0002,WP201EW0003,WP201EW0004,WP201EW0005,WP201EW0006,WP201EW0007,WP201EW0008,WP201EW0009,WP201EW0010,WP201EW0011,WP201EW0012,WP201EW0013,WP201EW0014,WP201EW0015,WP201EW0016,WP201EW0017,WP201EW0018,WP201EW0019
E33011162,480,454,0,0,1,2,1,2,0,1,4,3,4,0,2,4,1,1,0
E33011163,273,264,1,0,1,2,0,0,1,0,1,0,1,0,0,1,0,1,0
E33011164,352,330,0,1,7,1,1,1,0,0,2,0,0,1,6,0,0,2,0
E33011165,327,306,1,0,2,1,1,2,0,3,1,0,0,1,5,1,2,1,0
E33011166,403,361,4,0,3,2,0,0,2,1,7,2,1,3,8,4,0,2,3
E33011167,297,254,1,0,4,2,0,0,2,2,10,0,5,3,7,4,1,1,1
E33011168,287,265,2,0,5,2,0,0,0,0,2,1,2,1,1,1,0,0,5
E33011169,353,315,6,0,8,2,1,0,0,5,1,0,1,1,4,5,2,1,1
E33011170,240,230,2,0,3,1,0,0,1,0,0,0,0,1,1,1,0,0,0
E33011171,384,369,0,0,5,0,0,0,1,1,1,0,2,0,0,2,3,0,0
E33011172,373,361,2,0,3,0,0,1,2,0,1,1,0,1,0,0,0,0,1
E33011173,438,418,2,0,4,1,1,0,0,1,1,2,1,0,2,3,0,2,0
E33011174,274,247,2,0,4,3,0,3,1,1,2,1,0,3,0,2,2,2,1
E33011175,337,315,0,0,3,2,0,2,0,6,3,0,2,0,2,2,0,0,0
E33011176,442,418,1,0,5,0,0,4,0,4,1,2,4,2,0,1,0,0,0
E33011177,295,276,0,0,1,1,0,0,0,1,6,0,4,0,4,0,1,1,0
E33011178,340,302,2,1,4,1,0,2,1,0,8,0,2,3,4,4,1,1,4
E33011179,271,226,2,0,6,1,0,4,0,3,6,0,4,5,5,7,0,1,1
E33011180,490,430,3,0,7,5,0,2,4,4,7,0,1,2,12,9,3,1,0
E33011181,271,215,1,0,4,2,1,2,1,0,28,0,0,3,1,3,0,9,1
E33011182,329,262,0,0,12,4,0,0,0,8,13,1,3,5,4,3,2,1,11
E33011183,405,348,2,0,4,1,0,3,0,6,17,1,1,4,9,5,0,3,1
E33011184,404,371,1,0,9,1,0,4,0,0,3,0,1,1,5,5,0,2,1
E33011185,270,239,1,0,6,4,0,0,1,2,6,0,2,3,3,0,2,0,1
E33011186,299,258,1,0,3,3,0,1,1,2,9,0,0,0,6,0,4,3,8
E33011187,323,294,1,1,12,3,0,0,0,2,7,0,1,1,0,1,0,0,0
E33011188,386,351,2,0,8,3,1,0,0,2,1,0,0,2,8,0,1,4,3
E33011189,372,320,0,0,4,6,0,1,3,1,18,1,0,2,7,5,1,1,2
E33011190,429,319,2,0,5,2,2,0,4,3,35,6,4,9,9,11,4,8,6
E33011191,460,348,2,0,12,1,0,1,0,5,27,1,0,6,16,8,3,24,6
E33011192,644,489,1,0,7,8,2,4,1,19,28,0,7,9,40,23,2,2,2
E33011193,430,395,1,0,5,2,1,1,0,1,4,0,1,2,11,6,0,0,0
E33011194,395,339,1,0,6,5,0,1,1,6,7,0,0,3,7,6,1,7,5
E33011195,361,310,2,1,10,1,0,2,0,2,11,0,1,2,6,6,1,3,3
E33011196,396,280,0,0,15,4,2,3,2,5,33,2,1,4,30,7,5,0,3
E33011197,281,247,2,0,10,2,1,0,2,0,3,0,1,1,3,6,3,0,0
E33011198,1274,1078,5,0,14,9,2,4,5,47,28,4,4,15,28,11,7,6,7
E33011199,385,323,1,0,6,4,2,1,4,8,10,4,2,1,5,10,0,3,1
E33011200,432,414,2,1,6,2,0,0,1,1,0,0,0,0,0,3,0,1,1
E33011201,334,306,0,0,8,1,0,1,1,1,6,2,0,0,1,3,1,3,0
E33011202,384,355,3,0,10,1,0,2,0,2,1,1,2,1,1,1,0,1,3
E33011203,637,591,2,0,8,2,0,2,3,2,7,1,0,1,4,10,1,3,0
E33011204,335,302,2,0,8,3,1,1,2,2,3,1,0,0,2,5,2,1,0
E33011205,425,395,4,0,8,2,0,1,0,2,1,0,4,3,2,2,1,0,0
E33011206,277,254,1,0,12,0,0,0,0,2,2,0,2,0,2,1,0,0,1
E33011207,353,336,2,0,2,5,0,0,0,0,1,0,0,3,1,1,0,2,0
E33011208,673,616,7,1,17,2,1,2,1,7,6,0,3,3,1,3,0,0,3
E33011209,531,407,3,0,16,2,0,0,0,6,74,2,3,6,1,4,1,0,6
E33011210,534,384,2,0,21,1,1,1,0,10,77,6,1,3,13,5,1,5,3
E33011211,328,281,1,0,7,4,0,2,0,0,10,7,6,0,4,1,2,2,1
E33011212,296,212,0,2,12,1,0,0,0,2,48,3,6,1,5,2,0,0,2
E33011213,308,271,0,0,1,3,0,1,0,1,10,1,0,1,4,3,5,2,5
E33011214,467,380,1,3,6,0,2,3,2,3,27,0,2,7,10,5,4,9,3
E33011215,472,404,4,0,13,3,0,3,2,7,11,1,0,4,12,5,2,1,0
E33011216,330,192,6,0,12,5,0,2,3,5,50,3,2,3,14,12,2,13,6
E33011217,348,240,4,0,12,6,1,0,1,5,23,1,0,5,18,11,6,15,0
E33011218,384,210,1,1,11,2,2,5,2,6,69,1,1,6,22,22,9,6,8
E33011219,425,137,2,0,17,0,0,1,1,25,170,3,3,23,18,10,4,6,5
E33011220,303,197,1,0,8,1,0,0,0,12,55,0,0,6,14,6,1,1,1
E33011221,368,206,0,0,5,0,0,0,1,15,77,2,0,4,15,9,2,27,5
E33011222,536,479,0,0,11,1,0,4,0,5,17,0,2,3,4,2,0,4,4
E33011223,328,303,1,0,7,2,0,2,0,0,1,1,0,2,2,2,0,4,1
E33011224,750,709,1,0,9,1,1,3,1,6,3,1,0,5,2,3,0,2,3
E33011225,286,271,2,0,4,0,0,1,2,1,0,0,0,0,1,2,0,2,0
E33011226,451,356,3,1,16,2,1,1,2,4,21,2,0,3,20,5,2,8,4
E33011227,516,400,2,0,10,4,0,8,2,6,34,1,3,4,21,5,4,6,6
E33011228,374,257,2,0,11,4,0,0,1,6,56,0,0,3,5,5,2,14,8
E33011229,316,71,0,0,20,1,2,2,3,2,149,3,3,9,15,6,0,10,20
E33011230,424,391,3,0,5,2,0,1,2,1,6,0,0,0,6,3,2,2,0
E33011231,309,205,1,0,9,5,0,1,1,2,21,0,0,3,19,19,8,12,3
E33011232,359,267,2,0,12,1,0,1,1,2,20,5,10,2,16,12,2,4,2
E33011233,290,157,0,0,6,5,1,3,1,13,29,1,2,3,32,15,8,8,6
E33011234,626,433,4,0,16,2,1,3,0,21,81,2,1,6,33,6,9,6,2
E33011235,313,304,1,0,2,0,0,0,1,1,1,0,1,2,0,0,0,0,0
E33011236,395,384,1,0,5,0,0,1,1,0,1,0,0,0,0,2,0,0,0
E33011237,889,811,2,0,7,2,0,2,1,5,31,2,0,6,3,8,2,4,3
E33011238,239,230,0,1,1,2,0,0,0,0,4,1,0,0,0,0,0,0,0
E33011239,446,396,6,0,19,2,0,4,1,6,2,0,2,3,1,2,0,1,1
E33011240,380,358,1,0,6,0,0,0,3,2,1,0,4,2,0,2,0,0,1
E33011241,323,284,2,0,17,0,1,0,0,2,5,0,1,0,5,4,0,1,1
E33011242,281,243,5,0,9,1,0,2,0,7,0,4,3,2,2,1,0,1,1
E33011243,289,223,3,0,3,2,0,4,0,2,36,5,2,6,1,0,1,0,1
E33011244,278,273,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
E33011245,425,405,1,1,4,1,2,1,1,3,0,0,0,1,3,0,0,1,1
E33011246,455,381,1,0,4,5,0,3,3,3,11,0,4,4,9,8,5,9,5
E33011247,301,220,2,0,25,2,0,1,4,8,4,1,7,9,6,4,0,2,6
E33011248,504,459,8,0,5,3,0,0,0,5,5,2,5,4,4,2,0,1,1
E33011249,262,196,1,0,8,4,1,1,0,4,5,1,5,7,8,2,2,11,6
E33011250,868,780,0,3,16,1,1,1,3,6,19,4,3,4,8,6,1,9,3
E33011251,907,683,3,0,114,4,1,2,3,3,30,10,7,8,20,7,3,1,8
E33011252,587,513,4,0,14,2,1,2,12,1,12,8,2,7,4,3,0,0,2
E33011253,341,233,0,0,7,3,0,0,0,13,43,15,3,8,4,2,3,4,3
E33011254,274,126,3,0,8,0,0,2,9,4,59,26,1,6,5,0,4,11,10
E33011255,826,755,2,0,16,1,0,1,3,1,24,8,0,4,8,1,0,1,1
E33011256,345,251,0,0,11,1,0,1,1,5,39,6,1,1,7,2,1,8,10
E33011257,336,264,2,0,10,2,2,0,0,9,8,11,4,4,7,6,0,4,3
E33011258,333,296,3,0,10,3,0,4,1,2,3,1,2,2,1,1,1,2,1
E33011259,328,285,3,0,8,3,0,2,0,3,9,5,4,3,0,1,0,2,0
E33011260,231,180,0,0,13,0,0,2,3,4,11,2,1,2,9,1,0,2,1
E33011261,290,251,4,0,9,0,0,3,0,5,4,1,1,5,3,2,1,1,0
E33011262,280,252,1,1,10,1,0,0,1,6,2,0,3,2,0,0,1,0,0
E33011263,289,244,0,1,9,5,1,2,0,2,1,0,4,4,2,8,0,1,5
E33011264,539,474,1,0,13,3,1,3,2,10,2,0,1,3,15,6,3,2,0
E33011265,481,419,3,0,14,3,1,5,1,5,4,0,7,3,5,1,2,6,2
E33011266,333,306,4,0,4,3,0,1,3,2,1,0,1,1,5,1,0,0,1
E33011267,336,280,3,0,17,1,0,2,3,1,2,1,9,3,4,4,3,1,2
E33011268,397,344,3,0,10,1,0,4,2,1,8,1,2,1,8,5,2,2,3
E33011269,485,435,2,0,2,1,3,1,0,0,26,3,5,2,1,2,2,0,0
E33011270,297,268,1,0,1,4,0,1,0,1,11,2,2,0,2,1,0,1,2
E33011271,643,610,4,0,7,1,1,0,0,0,6,0,2,2,3,2,1,4,0
E33011272,559,510,1,0,6,4,0,1,2,3,10,1,1,2,7,2,0,4,5
E33011273,356,250,3,0,8,4,0,1,1,4,55,2,2,5,11,2,4,1,3
E33011274,573,508,1,0,11,1,0,3,4,7,17,3,2,3,7,2,2,1,1
E33011275,364,334,2,0,2,1,0,2,0,1,11,0,0,2,4,3,1,1,0
E33011276,259,239,1,0,6,0,2,0,1,1,0,0,1,3,1,3,0,0,1
E33011277,475,440,2,0,14,1,1,3,1,2,2,0,2,1,1,3,1,1,0
E33011278,452,394,2,0,14,1,2,1,1,9,2,0,0,13,8,3,0,1,1
E33011279,332,304,3,0,10,1,0,1,1,1,1,0,2,3,0,1,0,2,2
E33011280,406,347,5,0,21,1,0,2,1,2,3,0,1,10,2,3,0,4,4
E33011281,441,371,7,0,20,2,2,2,1,1,4,0,2,2,8,9,7,1,2
E33011282,364,317,5,1,19,1,2,2,0,1,0,0,7,3,0,3,0,1,2
E33011283,539,482,2,0,17,3,0,1,1,12,4,1,1,0,4,3,0,1,7
E33011284,312,256,1,0,20,4,1,0,2,2,5,2,3,2,5,4,2,3,0
E33011285,322,289,0,0,5,3,0,2,1,2,13,1,0,0,3,0,1,1,1
E33011286,333,301,3,0,2,0,0,2,3,2,8,0,0,1,0,11,0,0,0
E33011287,756,698,0,0,14,0,0,1,0,3,13,8,5,3,5,3,1,1,1
E33011288,295,268,0,0,10,1,0,1,1,4,3,1,3,1,1,1,0,0,0
E33011289,448,421,2,0,8,1,0,2,1,1,2,2,5,3,0,0,0,0,0
E33011290,218,185,2,0,6,4,0,0,0,4,2,4,2,3,3,1,0,1,1
E33011291,291,256,1,0,12,2,0,0,2,8,1,0,1,2,2,3,1,0,0
E33011292,430,381,2,1,6,2,1,2,1,9,6,2,3,4,6,1,2,1,0
E33011293,380,325,7,0,11,1,4,4,2,6,3,0,3,4,2,4,2,0,2
E33011294,734,614,3,0,19,5,1,0,13,8,18,2,5,9,9,13,2,9,4
E33011295,652,584,3,0,13,6,3,2,0,0,4,3,1,5,14,9,0,3,2
E33011296,399,346,2,1,10,3,0,2,0,3,6,0,6,1,9,6,0,1,3
E33011297,515,431,3,0,14,0,1,0,1,31,7,1,6,2,8,6,2,2,0
E33011298,780,624,6,0,15,7,2,7,4,10,16,4,17,18,28,8,4,1,9
E33011299,333,188,0,0,21,1,0,3,1,10,21,8,39,4,13,3,6,4,11
E33011300,244,199,1,0,3,0,1,0,1,1,11,3,2,2,14,3,0,0,3
E33011301,334,245,3,0,15,4,1,1,2,9,17,5,4,4,5,9,1,3,6
E33011302,1783,1615,10,0,35,5,6,12,5,19,23,3,12,6,12,8,3,5,4
E33011303,289,175,7,0,11,2,0,5,2,6,43,3,9,3,6,6,2,6,3
E33011304,261,249,0,1,2,0,0,1,1,1,2,0,1,2,0,1,0,0,0
E33011305,251,228,1,0,4,1,0,1,2,1,1,1,5,2,1,1,0,1,1
E33011306,443,400,4,0,7,0,0,2,0,13,3,0,3,3,1,1,0,1,5
E33011307,779,667,7,0,16,4,3,0,1,14,9,3,3,1,39,6,5,0,1
E33011308,561,432,5,0,11,5,1,1,3,4,47,11,11,6,7,8,6,2,1
E33011309,285,223,2,0,7,3,0,1,0,9,14,1,6,2,4,3,3,1,6
E33011310,246,191,1,0,10,0,1,3,1,8,5,2,5,1,1,1,2,0,14
E33011311,582,481,2,0,20,4,1,2,3,5,18,2,6,8,11,11,0,6,2
E33011312,448,244,4,0,14,4,0,0,1,20,66,8,36,15,8,10,1,12,5
E33011313,461,321,4,1,16,2,0,7,0,12,72,2,2,2,5,4,0,4,7
E33011314,597,518,5,1,13,2,2,3,1,13,10,1,4,5,8,2,1,4,4
E33011315,255,208,1,0,9,1,1,4,1,1,2,0,4,2,4,10,0,5,2
E33011316,590,462,6,1,19,4,4,2,0,7,14,2,11,4,38,9,1,5,1
E33011317,244,218,1,0,4,3,0,0,0,2,2,0,1,0,9,2,1,0,1
E33011318,484,463,1,2,5,0,1,1,1,2,1,0,1,2,0,1,2,0,1
E33011319,919,840,4,0,11,5,1,3,1,2,11,0,8,7,16,8,0,1,1
E33011320,522,477,2,1,6,2,0,3,1,2,2,3,2,2,4,12,0,0,3
E33011321,303,282,2,0,4,1,0,2,1,3,3,0,1,0,2,2,0,0,0
E33011322,400,353,0,0,4,5,1,0,1,4,5,1,3,3,10,5,4,0,1
E33011323,299,218,6,0,12,2,0,1,2,3,38,0,3,7,0,5,0,2,0
E33011324,328,281,3,0,11,0,0,1,1,3,12,3,4,3,2,1,1,1,1
E33011325,485,431,3,0,17,3,2,5,1,5,4,0,4,2,2,2,1,1,2
E33011326,306,235,2,0,10,4,0,1,1,3,8,26,5,3,2,2,0,3,1
E33011327,281,238,2,0,10,0,0,2,1,5,6,2,5,2,5,2,0,1,0
E33011328,364,324,5,1,5,2,3,1,2,0,6,3,2,2,2,5,0,1,0
E33011329,349,289,3,0,13,2,0,3,3,3,6,5,5,3,2,6,3,0,3
E33011330,319,288,3,0,12,1,0,1,3,0,3,0,0,1,1,3,1,2,0
E33011331,271,240,0,0,6,0,0,1,2,5,5,0,2,1,4,2,2,1,0
E33011332,273,238,6,0,5,2,0,2,2,1,5,0,7,1,0,0,1,1,2
E33011333,291,265,3,0,6,0,0,2,1,2,2,1,0,4,2,1,0,2,0
E33011334,228,201,2,0,8,0,0,0,0,1,3,2,2,1,2,1,2,2,1
E33011335,275,229,1,0,10,4,0,3,2,1,5,0,5,0,5,5,2,0,3
E33011336,422,356,2,0,11,4,0,0,1,5,10,0,0,4,14,7,2,3,3
E33011337,368,336,1,0,4,0,0,2,2,5,2,2,1,1,5,3,0,2,2
E33011338,433,393,3,2,6,3,1,2,0,2,3,0,0,1,12,4,0,1,0
E33011339,857,743,5,0,13,6,2,3,2,19,17,3,4,14,11,8,1,2,4
E33011340,384,350,2,0,13,1,0,0,0,3,6,0,1,2,3,2,0,0,1
E33011341,333,269,3,0,6,4,0,1,1,7,20,1,5,3,4,5,0,2,2
E33011342,290,229,0,0,9,3,0,2,5,2,24,2,0,5,1,3,1,2,2
E33011343,317,213,4,0,12,0,0,1,0,2,60,3,4,10,4,2,0,1,1
E33011344,387,349,1,1,10,2,2,4,1,0,7,1,1,1,0,4,1,0,2
E33011345,303,153,4,0,17,1,0,1,2,6,103,2,1,4,1,5,0,1,2
E33011346,358,271,1,0,19,2,4,4,1,7,21,5,3,2,8,9,0,1,0
E33011347,318,271,3,0,8,4,4,2,2,2,2,1,2,0,6,5,3,2,1
E33011348,358,298,1,0,9,2,0,4,0,4,9,4,1,3,12,4,3,0,4
E33011349,920,817,0,0,16,6,1,3,1,6,16,0,3,12,18,15,2,2,2
E33011350,370,298,3,0,6,2,1,2,2,4,11,2,3,1,18,7,4,4,2
E33011351,456,389,4,0,15,4,0,3,3,2,1,0,4,8,14,3,5,0,1
E33011352,382,341,2,0,2,4,0,1,0,5,3,0,2,12,2,6,2,0,0
E33011353,553,487,6,0,6,4,1,1,1,6,4,1,5,7,8,8,3,5,0
E33011354,241,213,0,0,1,2,0,1,0,1,3,0,3,6,4,4,1,2,0
E33011355,302,287,1,0,0,1,1,1,3,1,1,0,0,1,2,1,0,0,2
E33011356,301,262,1,0,5,3,0,0,2,3,7,2,1,1,5,6,1,2,0
E33011357,491,442,4,0,10,3,1,2,0,2,7,0,4,2,3,6,1,3,1
E33011358,323,302,1,0,8,2,2,0,0,1,1,0,1,1,3,0,0,0,1
E33011359,373,312,4,0,15,4,1,4,0,1,17,2,2,2,0,3,1,2,3
E33011360,312,262,2,0,20,2,1,4,1,2,8,0,1,1,3,3,0,2,0
E33011361,384,349,3,0,6,3,0,3,2,6,3,0,2,0,1,3,0,3,0
E33011362,435,375,5,0,9,3,1,2,1,5,5,2,3,3,15,3,1,0,2
E33011363,256,223,1,0,6,0,0,2,0,2,1,7,0,1,2,2,2,1,6
E33011364,232,205,1,0,7,0,0,1,0,3,3,4,4,3,0,1,0,0,0
E33011365,239,213,0,0,8,1,1,1,1,2,6,0,1,4,0,0,0,0,1
E33011366,369,327,0,0,7,2,3,0,1,6,5,0,3,2,2,1,0,4,6
E33011367,221,200,3,1,3,2,0,1,0,5,3,0,0,0,0,1,0,0,2
E33011368,275,235,5,0,8,1,1,1,0,4,8,0,3,4,0,1,1,2,1
E33011369,700,627,8,0,27,0,0,3,2,5,6,0,9,3,2,3,1,1,3
E33011370,247,234,0,0,4,3,0,0,1,3,2,0,0,0,0,0,0,0,0
E33011371,329,289,7,1,9,0,0,0,3,0,9,0,4,4,0,1,0,1,1
E33011372,622,595,1,0,10,1,0,1,1,2,1,0,1,1,4,4,0,0,0
E33011373,567,508,3,0,14,3,0,2,3,4,7,4,4,0,3,7,0,2,3
E33011374,454,415,3,0,11,4,0,0,1,3,2,0,2,0,1,6,2,4,0
E33011375,326,293,1,0,12,3,0,1,0,3,7,0,1,1,0,2,1,1,0
E33011376,520,461,1,0,3,1,1,1,2,6,3,2,0,3,16,9,1,0,10
E33011377,304,289,3,0,1,4,0,2,1,2,0,0,0,0,1,1,0,0,0
E33011378,521,496,1,0,4,1,0,0,1,3,3,2,4,1,4,1,0,0,0
E33011379,337,322,2,0,1,0,0,1,1,0,1,1,0,0,2,2,0,1,3
E33011380,537,475,2,0,6,6,2,2,0,10,2,1,6,5,6,8,1,4,1
E33011381,422,403,1,0,2,0,0,2,2,2,1,1,2,1,1,4,0,0,0
E33011382,455,416,2,0,2,1,0,1,1,4,3,0,1,2,8,6,2,2,4
E33011383,382,349,4,0,7,0,0,1,0,0,3,0,2,0,3,11,0,1,1
E33011384,245,227,0,0,5,2,1,1,0,2,4,0,0,0,0,1,0,1,1
E33011385,353,338,0,0,1,1,3,0,3,1,2,1,0,1,1,1,0,0,0
E33011386,567,522,3,0,7,3,0,0,0,1,3,0,0,1,20,3,1,1,2
E33011387,304,275,2,0,2,1,1,1,1,0,17,1,0,2,0,1,0,0,0
E33011388,346,318,0,1,5,0,1,0,1,4,10,0,0,2,0,0,3,0,1
E33011389,505,478,1,0,2,0,0,1,1,6,3,0,0,2,5,1,2,2,1
E33011390,501,468,1,0,11,3,0,1,0,2,3,0,0,3,5,4,0,0,0
E33011391,393,370,1,0,5,2,1,0,1,2,5,0,1,0,1,2,0,2,0
E33011392,305,275,1,0,5,1,0,1,2,5,1,2,3,0,0,7,0,0,2
E33011393,264,245,1,0,3,0,0,1,0,1,8,0,0,0,2,2,0,1,0
E33011394,313,278,2,0,7,0,0,2,2,5,1,0,1,2,12,1,0,0,0
E33011395,517,479,1,0,2,1,4,5,2,3,4,1,2,2,5,4,2,0,0
E33011396,388,335,2,0,11,2,1,1,1,4,5,0,1,1,18,5,0,1,0
E33011397,554,496,4,0,12,4,3,2,1,4,12,9,0,1,1,3,0,1,1
E33011398,367,340,0,0,8,0,0,3,1,1,4,5,1,0,1,2,0,0,1
E33011399,466,429,2,0,12,2,1,1,1,1,5,0,0,0,4,5,0,0,3
E33011400,310,292,2,0,5,0,0,0,2,2,0,0,0,3,1,0,0,0,3
E33011401,312,296,0,0,4,0,1,1,0,3,2,2,0,2,1,0,0,0,0
E33011402,257,237,3,0,6,0,0,2,2,1,0,0,0,2,1,1,0,0,2
E33011403,431,385,5,0,12,0,0,0,3,2,0,1,3,4,10,0,4,1,1
E33011404,496,466,4,0,5,0,2,2,2,4,4,1,1,0,3,2,0,0,0
E33011405,282,252,3,0,4,2,0,2,3,5,5,0,0,0,2,2,1,1,0
E33011406,235,209,1,0,6,2,0,0,2,0,2,0,3,2,3,1,0,1,3
E33011407,473,421,0,0,6,1,0,3,1,4,6,1,0,3,17,3,2,1,4
E33011408,251,234,0,1,9,0,0,0,1,1,2,0,0,1,2,0,0,0,0
E33011409,440,418,1,0,6,0,1,1,1,4,3,0,2,1,1,0,1,0,0
E33011410,454,419,3,0,7,0,1,1,0,6,2,1,4,1,2,5,0,0,2
E33011411,225,212,2,1,4,0,0,1,0,2,0,0,1,0,0,0,0,0,2
E33011412,443,407,3,0,17,2,0,0,3,3,3,3,0,1,0,0,0,0,1
E33011413,424,398,3,0,19,0,0,0,0,2,0,0,0,0,1,0,1,0,0
E33011414,356,341,1,0,3,1,0,0,2,2,4,0,0,0,0,1,0,0,1
E33011415,399,357,3,0,20,3,0,0,1,1,5,0,1,3,1,0,0,0,4
E33011416,262,238,2,0,8,2,0,2,0,0,2,0,1,1,2,1,1,0,2
E33011417,447,420,6,1,10,0,0,1,1,0,0,1,1,0,0,1,0,0,5
E33011418,307,281,0,0,9,2,0,1,0,1,4,0,4,2,3,0,0,0,0
E33011419,258,234,0,0,4,0,0,1,0,3,10,1,5,0,0,0,0,0,0
E33011420,428,401,5,0,10,1,2,1,1,1,4,0,0,1,0,1,0,0,0
E33011421,300,266,4,0,7,2,0,3,0,2,3,0,0,0,10,1,1,0,1
E33011422,214,208,0,0,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0
E33011423,301,285,2,0,6,1,0,3,0,2,0,0,2,0,0,0,0,0,0
E33011424,548,520,2,0,16,0,2,1,2,1,1,0,0,2,0,0,0,0,1
E33011425,354,326,1,0,14,0,0,0,3,1,1,7,0,0,0,0,0,0,1
E33011426,262,248,0,1,6,0,0,1,0,3,1,0,2,0,0,0,0,0,0
E33011427,288,260,2,0,8,1,0,3,0,5,1,0,1,2,0,1,1,1,2
E33011428,300,275,0,1,8,0,0,0,0,2,12,0,0,0,1,0,0,0,1
E33011429,313,291,1,0,6,2,0,0,0,1,3,0,0,4,0,3,1,0,1
E33011430,334,319,0,0,2,1,0,1,0,1,2,1,1,0,5,0,0,0,1
E33011431,527,407,1,1,48,5,0,2,2,8,29,3,4,4,9,4,0,0,0
E33011432,551,513,3,0,14,0,0,0,2,3,6,0,0,6,1,2,0,0,1
E33011433,259,250,2,0,0,2,0,2,0,1,0,0,0,0,1,1,0,0,0
E33011434,682,599,2,1,18,2,1,1,1,7,27,5,4,7,1,3,2,0,1
E33011435,469,446,3,0,9,1,0,0,0,0,3,0,2,0,4,0,0,1,0
E33011436,249,242,0,0,4,0,0,1,0,0,1,0,0,0,1,0,0,0,0
E33011437,290,250,0,1,7,1,1,0,0,6,15,1,1,4,1,1,0,0,1
E33011438,2960,2547,20,0,52,10,0,9,5,79,128,15,16,32,21,10,2,7,7
E33011439,406,385,1,0,3,2,0,0,2,3,2,3,0,0,1,3,0,1,0
E33011440,247,233,1,0,2,1,0,2,0,1,2,0,1,0,3,0,0,0,1
E33011441,416,393,1,0,6,1,0,1,0,1,10,3,0,0,0,0,0,0,0
E33011442,287,275,1,0,2,0,0,0,1,0,7,0,0,0,0,0,0,1,0
E33011443,226,199,1,0,4,1,0,1,3,0,8,5,0,1,2,1,0,0,0
E33011444,294,262,0,0,5,0,0,1,1,0,23,1,0,1,0,0,0,0,0
E33011445,376,331,2,0,5,1,1,0,0,1,24,0,3,1,1,3,1,0,2
E33011446,327,159,2,0,12,1,0,1,0,7,123,4,1,3,1,0,0,11,2
E33011447,282,175,2,0,7,1,1,1,0,9,73,3,1,3,2,0,1,0,3
E33011448,319,296,1,0,9,0,1,5,0,2,2,0,0,1,1,0,0,0,1
E33011449,762,636,5,0,20,4,0,4,2,13,53,3,0,4,11,5,1,0,1
E33011450,652,545,4,0,19,3,1,2,0,6,52,6,1,2,4,5,1,1,0
E33011451,281,261,2,0,4,0,0,1,1,1,11,0,0,0,0,0,0,0,0
E33011452,226,138,1,0,2,0,0,3,1,4,59,11,1,2,0,1,0,0,3
E33011453,261,224,3,0,2,0,2,0,0,0,13,5,1,7,2,1,0,0,1
E33011454,370,343,3,0,4,1,1,0,1,0,12,0,1,1,2,1,0,0,0
E33011455,267,153,2,0,7,0,0,2,1,1,75,20,0,4,0,0,1,0,1
E33011456,575,347,3,0,10,2,0,3,0,10,129,11,0,8,2,0,1,0,49
E33011457,690,478,4,1,18,1,0,1,2,8,127,16,10,4,11,4,0,0,5
E33011458,399,292,0,1,4,1,0,2,1,2,76,3,0,3,2,1,0,0,11
E33011459,398,294,2,0,8,1,0,0,1,1,79,3,3,1,3,1,0,0,1
E33011460,311,265,2,0,6,2,0,5,0,4,18,2,0,5,2,0,0,0,0
E33011461,269,245,2,0,4,0,0,1,0,1,8,2,1,3,0,0,0,0,2
E33011462,319,207,1,0,14,0,1,0,1,4,47,31,0,4,3,1,0,0,5
E33011463,320,239,2,0,25,1,0,0,0,0,39,0,0,1,3,1,0,0,9
E33011464,294,276,1,0,2,0,1,0,0,4,5,0,1,0,0,3,0,0,1
E33011465,354,329,2,0,3,2,0,1,2,4,4,0,0,4,0,0,0,2,1
E33011466,563,503,0,0,11,2,0,2,5,3,11,0,2,7,12,3,0,2,0
E33011467,296,273,2,0,7,2,1,0,1,1,2,0,0,0,2,0,0,0,5
E33011468,330,273,1,0,9,0,0,2,1,4,33,3,0,2,2,0,0,0,0
E33011469,634,538,5,1,16,4,1,6,1,3,32,9,8,3,2,2,1,0,2
E33011470,254,236,0,1,3,0,0,2,1,1,7,0,0,1,0,2,0,0,0
E33011471,497,446,1,0,15,2,0,2,2,3,13,0,1,7,2,3,0,0,0
E33011472,222,208,0,0,3,0,0,2,0,1,4,1,2,0,1,0,0,0,0
E33011473,1047,977,8,0,13,2,1,7,1,6,20,2,3,1,2,2,0,0,2
E33011474,421,368,1,0,36,2,0,0,1,1,4,0,1,1,1,2,0,0,3
E33011475,607,550,5,0,5,2,0,5,1,9,15,6,0,1,1,0,1,4,2
E33011476,312,285,1,0,3,0,0,0,0,6,3,0,1,12,0,0,0,1,0
E33011477,302,288,2,0,0,3,1,0,3,1,2,0,1,0,0,0,0,1,0
E33011478,489,464,2,0,3,2,1,1,0,1,6,3,0,1,1,2,0,0,2
E33011479,482,458,1,0,3,0,0,5,0,0,4,0,4,1,1,3,0,0,2
E33011480,537,489,1,0,8,2,0,3,4,1,13,5,2,2,0,3,0,0,4
E33011481,457,417,2,0,4,3,0,2,2,12,4,0,1,0,4,3,1,1,1
E33011482,416,386,2,0,8,2,0,3,1,5,9,0,0,0,0,0,0,0,0
